
******************************************************************************

       Photoionization cross-sections for Si II

   Data is from the Opacity project
   Verner high energy tail included for gnd level
   Smoothed with a gausian of width 3000 km/sec

          Types of cross sections included:
         -----------------------------------

           2-  Hydrogenic (n,l)
           3 - Hydrogenic (n)
          20 - Opacity Project: smoothed [number of data pairs]
          21 - Opacity Project: scaled, smoothed [number of data pairs]

 [Reference] photoionization cross-sections for Si\,{\sc ii} were computed as part of the Opacity Project by \cite{MEL95_Al_seq}.

******************************************************************************

04-Sep-1997                             !Date
 2.640D+00 2.501D-01
 2.667D+00 1.605D-01
 2.720D+00 2.393D-01
 2.747D+00 2.633D-01
 2.775D+00 2.300D-01
 2.803D+00 2.151D-01
 2.888D+00 3.565D-01
 2.917D+00 3.935D-01
 2.946D+00 3.178D-01
 2.990D+00 2.607D-01
 3.065D+00 3.512D-01
 3.096D+00 3.954D-01
 3.127D+00 3.675D-01
 3.143D+00 3.523D-01
 3.190D+00 4.020D-01
 3.238D+00 4.514D-01
 3.353D+00 7.570D-01
 3.370D+00 7.931D-01
 3.420D+00 5.320D-01
 3.455D+00 3.975D-01
 3.524D+00 6.089D-01
 3.595D+00 8.108D-01
 3.685D+00 1.139D+00
 3.741D+00 1.533D+00
 3.778D+00 1.953D+00
 3.816D+00 2.627D+00
 3.854D+00 3.853D+00
 3.874D+00 4.969D+00
 3.893D+00 7.288D+00
 3.912D+00 1.346D+01
 3.932D+00 3.088D+01
 3.951D+00 7.901D+01
 3.971D+00 1.802D+02
 4.011D+00 5.348D+02
 4.031D+00 6.538D+02
 4.051D+00 6.405D+02
 4.092D+00 3.116D+02
 4.112D+00 1.613D+02
 4.133D+00 6.945D+01
 4.431D+00 5.111D-01
 4.498D+00 3.044D-01
 4.968D+00 1.319D-02
 5.222D+00 4.243D-03
 5.327D+00 3.536D-03
 5.407D+00 3.208D-03
 5.627D+00 4.907D-02
 5.683D+00 7.257D-02
 5.769D+00 3.974D-02
 5.856D+00 1.764D-02
 5.944D+00 2.380D-02
 6.003D+00 2.924D-02
 6.094D+00 4.207D-02
 6.155D+00 5.007D-02
 6.247D+00 3.078D-02
 6.310D+00 2.334D-02
 6.341D+00 2.446D-02
 6.373D+00 2.552D-02
 6.437D+00 2.226D-02
 6.501D+00 1.990D-02
 6.533D+00 2.027D-02
 6.566D+00 2.040D-02
 6.632D+00 1.932D-02
 6.698D+00 1.868D-02
 6.765D+00 1.978D-02
 6.799D+00 2.041D-02
 6.867D+00 1.998D-02
 6.901D+00 1.963D-02
 7.005D+00 2.213D-02
 7.075D+00 2.325D-02
 7.146D+00 2.263D-02
 7.253D+00 2.391D-02
 7.290D+00 2.447D-02
 7.399D+00 2.119D-02
 7.473D+00 1.909D-02
 7.739D+00 2.813D-02
 7.816D+00 3.169D-02
 7.934D+00 2.282D-02
 7.973D+00 2.083D-02
 8.464D+00 1.370D+00
 8.549D+00 2.172D+00
 8.677D+00 1.010D+00
 9.586D+00 1.383D-02
 9.634D+00 1.357D-02
 1.064D+01 9.979D-03
 1.176D+01 7.402D-03
 1.299D+01 5.490D-03
 1.435D+01 4.073D-03
 1.585D+01 3.021D-03
 1.751D+01 2.241D-03
 1.934D+01 1.663D-03
 2.137D+01 1.233D-03
 2.360D+01 9.147D-04
 2.608D+01 6.785D-04
 2.881D+01 5.033D-04
 3.182D+01 3.733D-04
 3.515D+01 2.769D-04
 3.883D+01 2.054D-04
 4.290D+01 1.524D-04
 4.486D+01 1.332D-04
3s2(1S)5d2De                            !Configuration name
20                                      !Type of cross-section
171                                     !Number of cross-section points
 1.000D+00 1.282D+01
 1.030D+00 1.190D+01
 1.041D+00 1.158D+01
 1.116D+00 9.691D+00
 1.121D+00 9.574D+00
 1.127D+00 9.458D+00
 1.155D+00 8.864D+00
 1.179D+00 8.379D+00
 1.184D+00 8.256D+00
 1.190D+00 8.132D+00
 1.196D+00 8.009D+00
 1.283D+00 6.512D+00
 1.289D+00 6.416D+00
 1.295D+00 6.321D+00
 1.322D+00 5.934D+00
 1.348D+00 5.539D+00
 1.355D+00 5.439D+00
 1.475D+00 3.916D+00
 1.504D+00 3.585D+00
 1.534D+00 3.247D+00
 1.550D+00 3.076D+00
 1.662D+00 1.925D+00
 1.670D+00 1.846D+00
 1.678D+00 1.767D+00
 1.695D+00 1.607D+00
 1.704D+00 1.526D+00
 1.712D+00 1.445D+00
 1.854D+00 3.174D-01
 1.882D+00 5.297D-01
 1.910D+00 1.322D+00
 1.920D+00 1.551D+00
 1.929D+00 1.661D+00
 1.939D+00 1.664D+00
 1.949D+00 1.613D+00
 1.958D+00 1.586D+00
 1.968D+00 1.654D+00
 1.978D+00 1.842D+00
 2.008D+00 3.201D+00
 2.038D+00 5.320D+00
 2.069D+00 7.082D+00
 2.079D+00 7.402D+00
 2.089D+00 7.544D+00
 2.100D+00 7.527D+00
 2.110D+00 7.353D+00
 2.196D+00 3.675D+00
 2.251D+00 1.202D+00
 2.285D+00 4.549D-01
 2.308D+00 6.537D-01
 2.343D+00 1.906D+00
 2.390D+00 3.507D+00
 2.402D+00 3.701D+00
 2.414D+00 3.821D+00
 2.426D+00 3.877D+00
 2.438D+00 3.889D+00
 2.450D+00 3.863D+00
 2.487D+00 3.658D+00
 2.512D+00 3.509D+00
 2.537D+00 3.427D+00
 2.550D+00 3.388D+00
 2.562D+00 3.321D+00
 2.588D+00 3.098D+00
 2.693D+00 2.314D+00
 2.734D+00 2.004D+00
 2.761D+00 1.637D+00
 2.775D+00 1.441D+00
 2.789D+00 1.317D+00
 2.803D+00 1.304D+00
 2.831D+00 1.520D+00
 2.845D+00 1.618D+00
 2.859D+00 1.666D+00
 2.873D+00 1.665D+00
 2.946D+00 1.460D+00
 3.020D+00 1.236D+00
 3.081D+00 9.634D-01
 3.143D+00 8.356D-01
 3.190D+00 7.707D-01
 3.206D+00 7.484D-01
 3.270D+00 5.725D-01
 3.336D+00 4.205D-01
 3.386D+00 3.284D-01
 3.420D+00 2.713D-01
 3.472D+00 7.195D-01
 3.559D+00 2.822D+00
 3.577D+00 3.234D+00
 3.595D+00 3.498D+00
 3.613D+00 3.513D+00
 3.631D+00 3.301D+00
 3.667D+00 2.454D+00
 3.704D+00 1.597D+00
 3.722D+00 1.286D+00
 3.741D+00 1.057D+00
 3.854D+00 6.505D-01
 3.951D+00 1.043D+00
 3.991D+00 1.638D+00
 4.011D+00 2.163D+00
 4.031D+00 2.977D+00
 4.051D+00 4.280D+00
 4.071D+00 6.583D+00
 4.092D+00 1.087D+01
 4.112D+00 1.984D+01
 4.133D+00 3.798D+01
 4.153D+00 7.383D+01
 4.174D+00 1.347D+02
 4.216D+00 3.408D+02
 4.237D+00 4.510D+02
 4.258D+00 5.189D+02
 4.279D+00 5.058D+02
 4.322D+00 2.920D+02
 4.344D+00 1.766D+02
 4.365D+00 1.008D+02
 4.387D+00 5.922D+01
 4.409D+00 4.079D+01
 4.431D+00 3.253D+01
 4.453D+00 2.942D+01
 4.475D+00 2.804D+01
 4.498D+00 2.632D+01
 4.565D+00 1.290D+01
 4.588D+00 8.774D+00
 4.611D+00 6.055D+00
 4.727D+00 3.412D+00
 4.798D+00 2.650D+00
 4.895D+00 2.103D+00
 4.919D+00 2.006D+00
 5.018D+00 1.729D+00
 5.043D+00 1.671D+00
 5.170D+00 1.459D+00
 5.274D+00 1.308D+00
 5.489D+00 1.075D+00
 5.599D+00 1.265D+00
 5.627D+00 1.294D+00
 5.712D+00 1.033D+00
 5.856D+00 7.522D-01
 5.944D+00 6.500D-01
 6.373D+00 4.492D-01
 6.566D+00 4.076D-01
 6.698D+00 3.834D-01
 6.799D+00 3.901D-01
 6.970D+00 3.407D-01
 7.182D+00 3.023D-01
 7.253D+00 3.024D-01
 7.436D+00 2.747D-01
 7.586D+00 2.416D-01
 7.662D+00 2.276D-01
 7.816D+00 2.091D-01
 8.013D+00 2.396D-01
 8.134D+00 2.608D-01
 8.297D+00 2.295D-01
 8.591D+00 1.828D-01
 8.940D+00 1.411D+00
 9.030D+00 2.042D+00
 9.166D+00 1.084D+00
 1.008D+01 1.226D-01
 1.023D+01 1.160D-01
 1.075D+01 1.002D-01
 1.152D+01 7.479D-02
 1.217D+01 6.046D-02
 1.242D+01 5.718D-02
 1.372D+01 4.245D-02
 1.515D+01 3.148D-02
 1.674D+01 2.336D-02
 1.849D+01 1.732D-02
 2.043D+01 1.285D-02
 2.257D+01 9.530D-03
 2.493D+01 7.070D-03
 2.754D+01 5.245D-03
 3.043D+01 3.890D-03
 3.361D+01 2.886D-03
 3.713D+01 2.140D-03
 4.102D+01 1.588D-03
 4.531D+01 1.177D-03
 4.715D+01 1.045D-03
3s3p(3P)3d4Fo                           !Configuration name
20                                      !Type of cross-section
154                                     !Number of cross-section points
 1.000D+00 0.000D+00
 3.437D+00 0.000D+00
 3.455D+00 2.223D-03
 3.506D+00 2.875D-01
 3.524D+00 8.639D-01
 3.542D+00 2.130D+00
 3.595D+00 9.688D+00
 3.631D+00 1.343D+01
 3.649D+00 1.432D+01
 3.685D+00 1.546D+01
 3.722D+00 1.688D+01
 3.778D+00 2.082D+01
 3.835D+00 2.878D+01
 3.912D+00 4.723D+01
 3.971D+00 6.042D+01
 3.991D+00 6.274D+01
 4.011D+00 6.389D+01
 4.031D+00 6.398D+01
 4.071D+00 6.273D+01
 4.092D+00 6.223D+01
 4.112D+00 6.229D+01
 4.133D+00 6.295D+01
 4.153D+00 6.403D+01
 4.174D+00 6.502D+01
 4.195D+00 6.519D+01
 4.216D+00 6.404D+01
 4.301D+00 4.688D+01
 4.344D+00 3.819D+01
 4.409D+00 3.070D+01
 4.453D+00 2.828D+01
 4.475D+00 2.755D+01
 4.498D+00 2.710D+01
 4.520D+00 2.688D+01
 4.543D+00 2.691D+01
 4.565D+00 2.718D+01
 4.588D+00 2.775D+01
 4.611D+00 2.867D+01
 4.634D+00 3.012D+01
 4.657D+00 3.236D+01
 4.680D+00 3.604D+01
 4.704D+00 4.196D+01
 4.774D+00 7.588D+01
 4.798D+00 8.575D+01
 4.822D+00 8.940D+01
 4.846D+00 8.691D+01
 4.944D+00 4.390D+01
 4.993D+00 2.353D+01
 5.043D+00 1.258D+01
 5.068D+00 9.804D+00
 5.094D+00 8.018D+00
 5.119D+00 6.919D+00
 5.145D+00 6.193D+00
 5.196D+00 5.388D+00
 5.248D+00 4.987D+00
 5.327D+00 4.698D+00
 5.544D+00 4.270D+00
 5.914D+00 3.900D+00
 6.003D+00 3.793D+00
 6.094D+00 3.556D+00
 6.124D+00 3.489D+00
 6.155D+00 3.449D+00
 6.185D+00 3.435D+00
 6.216D+00 3.438D+00
 6.310D+00 3.483D+00
 6.405D+00 3.556D+00
 6.437D+00 3.598D+00
 6.469D+00 3.679D+00
 6.501D+00 3.897D+00
 6.533D+00 4.461D+00
 6.566D+00 5.827D+00
 6.632D+00 1.184D+01
 6.665D+00 1.514D+01
 6.698D+00 1.652D+01
 6.732D+00 1.540D+01
 6.799D+00 9.102D+00
 6.833D+00 6.489D+00
 6.867D+00 4.676D+00
 6.901D+00 3.540D+00
 6.936D+00 2.832D+00
 6.970D+00 2.470D+00
 7.005D+00 2.319D+00
 7.040D+00 2.295D+00
 7.075D+00 2.322D+00
 7.110D+00 2.362D+00
 7.182D+00 2.429D+00
 7.218D+00 2.481D+00
 7.253D+00 2.623D+00
 7.290D+00 2.963D+00
 7.363D+00 4.585D+00
 7.399D+00 5.478D+00
 7.436D+00 5.848D+00
 7.473D+00 5.393D+00
 7.548D+00 3.331D+00
 7.586D+00 2.576D+00
 7.624D+00 2.250D+00
 7.662D+00 2.244D+00
 7.739D+00 2.801D+00
 7.777D+00 3.044D+00
 7.816D+00 3.078D+00
 7.855D+00 2.922D+00
 7.894D+00 2.769D+00
 7.934D+00 2.786D+00
 7.973D+00 2.931D+00
 8.013D+00 3.056D+00
 8.053D+00 3.070D+00
 8.134D+00 2.931D+00
 8.215D+00 2.837D+00
 8.338D+00 2.643D+00
 8.422D+00 2.514D+00
 8.506D+00 2.378D+00
 8.549D+00 2.310D+00
 8.591D+00 2.272D+00
 8.634D+00 2.274D+00
 8.764D+00 2.400D+00
 8.808D+00 2.441D+00
 8.852D+00 2.446D+00
 8.896D+00 2.393D+00
 9.030D+00 1.957D+00
 9.120D+00 1.724D+00
 9.166D+00 1.668D+00
 9.211D+00 1.647D+00
 9.258D+00 1.641D+00
 9.444D+00 1.592D+00
 9.491D+00 1.566D+00
 9.586D+00 1.473D+00
 9.634D+00 1.430D+00
 9.682D+00 1.405D+00
 9.730D+00 1.391D+00
 9.779D+00 1.375D+00
 9.828D+00 1.344D+00
 9.926D+00 1.230D+00
 1.003D+01 1.122D+00
 1.018D+01 1.043D+00
 1.054D+01 9.380D-01
 1.059D+01 9.240D-01
 1.102D+01 8.186D-01
 1.152D+01 7.518D-01
 1.158D+01 7.446D-01
 1.230D+01 6.682D-01
 1.286D+01 6.062D-01
 1.428D+01 4.431D-01
 1.585D+01 3.238D-01
 1.760D+01 2.366D-01
 1.954D+01 1.729D-01
 2.169D+01 1.264D-01
 2.408D+01 9.234D-02
 2.673D+01 6.748D-02
 2.968D+01 4.931D-02
 3.295D+01 3.604D-02
 3.658D+01 2.633D-02
 4.061D+01 1.925D-02
 4.509D+01 1.407D-02
 5.006D+01 1.028D-02
 5.421D+01 8.091D-03
3s2(1S)5f2Fo                            !Configuration name
20                                      !Type of cross-section
142                                     !Number of cross-section points
 1.000D+00 1.247D+01
 1.020D+00 1.182D+01
 1.025D+00 1.166D+01
 1.041D+00 1.116D+01
 1.056D+00 1.065D+01
 1.062D+00 1.048D+01
 1.144D+00 8.240D+00
 1.150D+00 8.110D+00
 1.155D+00 7.979D+00
 1.208D+00 6.697D+00
 1.239D+00 6.022D+00
 1.289D+00 5.421D+00
 1.328D+00 4.976D+00
 1.362D+00 4.595D+00
 1.368D+00 4.518D+00
 1.475D+00 3.521D+00
 1.482D+00 3.464D+00
 1.489D+00 3.408D+00
 1.497D+00 3.351D+00
 1.504D+00 3.293D+00
 1.512D+00 3.236D+00
 1.653D+00 2.362D+00
 1.662D+00 2.320D+00
 1.670D+00 2.278D+00
 1.678D+00 2.236D+00
 1.836D+00 1.606D+00
 1.845D+00 1.575D+00
 1.988D+00 1.179D+00
 1.998D+00 1.157D+00
 2.008D+00 1.135D+00
 2.018D+00 1.112D+00
 2.196D+00 7.828D-01
 2.218D+00 7.492D-01
 2.390D+00 5.426D-01
 2.462D+00 4.712D-01
 2.707D+00 2.709D-01
 2.789D+00 4.470D-01
 2.817D+00 5.138D-01
 2.873D+00 4.083D-01
 2.946D+00 2.629D-01
 2.960D+00 2.409D-01
 3.035D+00 1.790D-01
 3.081D+00 1.531D-01
 3.174D+00 1.140D-01
 3.222D+00 1.528D-01
 3.238D+00 1.606D-01
 3.287D+00 1.001D-01
 3.336D+00 6.471D-02
 3.403D+00 1.811D-01
 3.420D+00 2.039D-01
 3.455D+00 1.485D-01
 3.489D+00 8.858D-02
 3.524D+00 1.110D-01
 3.559D+00 1.281D-01
 3.741D+00 4.930D-01
 3.797D+00 7.660D-01
 3.854D+00 1.193D+00
 3.893D+00 1.453D+00
 3.912D+00 1.529D+00
 3.932D+00 1.568D+00
 3.951D+00 1.565D+00
 3.971D+00 1.512D+00
 4.011D+00 1.263D+00
 4.031D+00 1.192D+00
 4.051D+00 1.256D+00
 4.071D+00 1.508D+00
 4.153D+00 4.219D+00
 4.216D+00 6.210D+00
 4.237D+00 6.507D+00
 4.258D+00 6.664D+00
 4.301D+00 6.793D+00
 4.322D+00 6.910D+00
 4.344D+00 7.148D+00
 4.365D+00 7.596D+00
 4.387D+00 8.350D+00
 4.409D+00 9.754D+00
 4.431D+00 1.267D+01
 4.453D+00 2.024D+01
 4.475D+00 3.957D+01
 4.498D+00 8.639D+01
 4.565D+00 4.311D+02
 4.588D+00 4.991D+02
 4.611D+00 4.741D+02
 4.657D+00 2.362D+02
 4.680D+00 1.303D+02
 4.704D+00 6.300D+01
 4.727D+00 3.016D+01
 4.968D+00 1.560D+00
 5.018D+00 1.263D+00
 5.170D+00 7.336D-01
 5.196D+00 6.882D-01
 5.274D+00 5.710D-01
 5.327D+00 4.940D-01
 5.856D+00 1.752D-01
 6.063D+00 1.430D-01
 6.155D+00 1.309D-01
 6.278D+00 1.181D-01
 6.469D+00 9.371D-02
 6.599D+00 8.310D-02
 6.632D+00 8.326D-02
 6.765D+00 7.456D-02
 6.901D+00 6.532D-02
 7.040D+00 7.490D-02
 7.075D+00 7.714D-02
 7.146D+00 7.486D-02
 7.218D+00 7.270D-02
 7.253D+00 7.304D-02
 7.399D+00 6.269D-02
 7.624D+00 4.748D-02
 7.739D+00 5.257D-02
 7.816D+00 5.531D-02
 7.934D+00 4.839D-02
 8.053D+00 4.252D-02
 8.134D+00 4.548D-02
 8.174D+00 4.630D-02
 8.256D+00 4.304D-02
 8.338D+00 4.002D-02
 8.677D+00 6.722D-02
 8.808D+00 7.578D-02
 8.896D+00 7.992D-02
 8.940D+00 8.103D-02
 9.075D+00 6.605D-02
 9.258D+00 5.661D-02
 9.586D+00 1.267D+00
 9.682D+00 1.823D+00
 9.828D+00 1.049D+00
 1.080D+01 2.374D-02
 1.158D+01 1.313D-02
 1.187D+01 1.078D-02
 1.305D+01 6.920D-03
 1.435D+01 5.197D-03
 1.577D+01 3.913D-03
 1.734D+01 2.946D-03
 1.905D+01 2.218D-03
 2.095D+01 1.670D-03
 2.302D+01 1.257D-03
 2.531D+01 9.469D-04
 2.782D+01 7.130D-04
 3.058D+01 5.368D-04
 3.361D+01 4.042D-04
 3.695D+01 3.043D-04
 3.942D+01 2.506D-04
3s2(1S)6p2Po                            !Configuration name
20                                      !Type of cross-section
187                                     !Number of cross-section points
 1.000D+00 9.806D+00
 1.020D+00 9.451D+00
 1.025D+00 9.360D+00
 1.041D+00 9.085D+00
 1.083D+00 8.405D+00
 1.094D+00 8.323D+00
 1.121D+00 8.208D+00
 1.127D+00 8.194D+00
 1.133D+00 8.190D+00
 1.138D+00 8.203D+00
 1.144D+00 8.235D+00
 1.161D+00 8.413D+00
 1.167D+00 8.468D+00
 1.173D+00 8.492D+00
 1.179D+00 8.458D+00
 1.184D+00 8.312D+00
 1.190D+00 8.005D+00
 1.214D+00 4.792D+00
 1.233D+00 2.362D+00
 1.239D+00 1.952D+00
 1.245D+00 1.759D+00
 1.251D+00 1.713D+00
 1.257D+00 1.767D+00
 1.270D+00 1.977D+00
 1.295D+00 2.318D+00
 1.315D+00 2.437D+00
 1.322D+00 2.456D+00
 1.328D+00 2.464D+00
 1.335D+00 2.463D+00
 1.341D+00 2.454D+00
 1.355D+00 2.424D+00
 1.375D+00 2.342D+00
 1.389D+00 2.248D+00
 1.396D+00 2.225D+00
 1.403D+00 2.321D+00
 1.410D+00 2.686D+00
 1.431D+00 6.304D+00
 1.438D+00 7.365D+00
 1.445D+00 7.492D+00
 1.453D+00 6.754D+00
 1.460D+00 5.547D+00
 1.475D+00 3.583D+00
 1.482D+00 3.098D+00
 1.489D+00 2.846D+00
 1.497D+00 2.700D+00
 1.519D+00 2.477D+00
 1.597D+00 2.050D+00
 1.678D+00 1.769D+00
 1.695D+00 1.714D+00
 1.704D+00 1.686D+00
 1.712D+00 1.658D+00
 1.845D+00 1.299D+00
 1.854D+00 1.280D+00
 1.863D+00 1.260D+00
 1.882D+00 1.220D+00
 1.901D+00 1.180D+00
 1.910D+00 1.160D+00
 2.079D+00 8.674D-01
 2.100D+00 8.382D-01
 2.110D+00 8.235D-01
 2.131D+00 7.938D-01
 2.354D+00 5.576D-01
 2.366D+00 5.520D-01
 2.414D+00 6.062D-01
 2.426D+00 6.214D-01
 2.462D+00 5.235D-01
 2.512D+00 3.893D-01
 2.537D+00 4.035D-01
 2.550D+00 4.133D-01
 2.588D+00 3.856D-01
 2.761D+00 2.601D-01
 2.831D+00 3.229D-01
 2.859D+00 3.420D-01
 2.888D+00 3.273D-01
 2.946D+00 6.460D-01
 2.975D+00 7.686D-01
 3.005D+00 5.683D-01
 3.035D+00 4.601D-01
 3.065D+00 5.785D-01
 3.081D+00 6.076D-01
 3.127D+00 4.055D-01
 3.238D+00 2.501D-01
 3.303D+00 3.283D-01
 3.336D+00 3.603D-01
 3.370D+00 3.002D-01
 3.420D+00 2.357D-01
 3.455D+00 2.648D-01
 3.472D+00 2.766D-01
 3.524D+00 2.392D-01
 3.577D+00 2.100D-01
 3.613D+00 2.107D-01
 3.649D+00 2.097D-01
 3.760D+00 2.608D-01
 3.835D+00 3.100D-01
 3.951D+00 4.862D-01
 4.011D+00 5.621D-01
 4.031D+00 5.466D-01
 4.051D+00 5.392D-01
 4.133D+00 1.066D+00
 4.153D+00 1.186D+00
 4.174D+00 1.207D+00
 4.216D+00 1.094D+00
 4.237D+00 1.077D+00
 4.258D+00 1.113D+00
 4.301D+00 1.330D+00
 4.344D+00 1.748D+00
 4.387D+00 2.525D+00
 4.409D+00 3.194D+00
 4.431D+00 4.225D+00
 4.453D+00 6.026D+00
 4.475D+00 9.364D+00
 4.498D+00 1.663D+01
 4.520D+00 3.222D+01
 4.543D+00 6.622D+01
 4.565D+00 1.299D+02
 4.611D+00 3.688D+02
 4.634D+00 4.955D+02
 4.657D+00 5.643D+02
 4.680D+00 5.344D+02
 4.727D+00 2.861D+02
 4.751D+00 1.646D+02
 4.774D+00 8.641D+01
 4.798D+00 4.283D+01
 5.018D+00 2.448D+00
 5.094D+00 1.853D+00
 5.170D+00 1.551D+00
 5.301D+00 2.364D+00
 5.354D+00 2.593D+00
 5.434D+00 1.418D+00
 5.827D+00 5.900D-02
 6.003D+00 7.686D-02
 6.094D+00 8.226D-02
 6.124D+00 8.185D-02
 6.155D+00 8.204D-02
 6.278D+00 6.091D-02
 6.341D+00 4.689D-02
 6.469D+00 8.522D-02
 6.533D+00 1.112D-01
 6.632D+00 8.757D-02
 6.799D+00 5.515D-02
 6.833D+00 5.201D-02
 7.005D+00 4.398D-02
 7.326D+00 1.827D-01
 7.399D+00 2.148D-01
 7.473D+00 1.577D-01
 7.662D+00 7.261D-02
 7.739D+00 7.542D-02
 7.777D+00 7.661D-02
 7.894D+00 9.659D-02
 7.934D+00 1.017D-01
 8.053D+00 6.636D-02
 8.174D+00 4.428D-02
 8.297D+00 6.498D-02
 8.380D+00 7.807D-02
 8.506D+00 6.400D-02
 8.591D+00 5.360D-02
 8.677D+00 6.195D-02
 8.764D+00 7.026D-02
 8.896D+00 5.370D-02
 8.940D+00 5.021D-02
 9.075D+00 6.202D-02
 9.166D+00 6.929D-02
 9.304D+00 6.223D-02
 9.350D+00 6.101D-02
 9.779D+00 1.596D+00
 9.876D+00 2.066D+00
 9.975D+00 1.262D+00
 1.080D+01 4.203D-02
 1.086D+01 4.207D-02
 1.091D+01 4.210D-02
 1.130D+01 3.928D-02
 1.248D+01 2.914D-02
 1.379D+01 2.162D-02
 1.523D+01 1.603D-02
 1.683D+01 1.189D-02
 1.859D+01 8.822D-03
 2.053D+01 6.544D-03
 2.268D+01 4.854D-03
 2.506D+01 3.600D-03
 2.768D+01 2.671D-03
 3.058D+01 1.981D-03
 3.378D+01 1.470D-03
 3.732D+01 1.090D-03
 4.122D+01 8.085D-04
 4.554D+01 5.998D-04
 5.031D+01 4.449D-04
 5.106D+01 4.253D-04
3s2(1S)5g2Ge                            !Configuration name
20                                      !Type of cross-section
95                                      !Number of cross-section points
 1.000D+00 4.616D+00
 1.025D+00 4.182D+00
 1.116D+00 2.910D+00
 1.184D+00 2.261D+00
 1.190D+00 2.214D+00
 1.295D+00 1.522D+00
 1.410D+00 1.043D+00
 1.534D+00 7.109D-01
 1.670D+00 4.838D-01
 1.817D+00 3.317D-01
 1.978D+00 2.348D-01
 2.079D+00 1.938D-01
 2.185D+00 1.379D-01
 2.343D+00 8.659D-02
 2.402D+00 9.070D-02
 2.438D+00 9.314D-02
 2.524D+00 7.108D-02
 2.747D+00 2.711D-02
 2.888D+00 1.651D-02
 2.946D+00 2.336D-02
 2.960D+00 2.544D-02
 3.005D+00 1.900D-02
 3.206D+00 4.065D-03
 3.254D+00 7.568D-03
 3.287D+00 9.338D-03
 3.320D+00 5.932D-03
 3.386D+00 1.408D-03
 3.455D+00 5.341D-03
 3.472D+00 6.183D-03
 3.506D+00 4.797D-03
 3.542D+00 3.754D-03
 3.577D+00 6.374D-03
 3.631D+00 8.384D-03
 3.722D+00 3.637D-02
 3.835D+00 7.625D-02
 3.893D+00 5.488D-02
 4.031D+00 2.416D-02
 4.387D+00 1.297D-01
 4.520D+00 1.860D+00
 4.543D+00 1.008D+01
 4.565D+00 4.700D+01
 4.588D+00 1.871D+02
 4.611D+00 5.523D+02
 4.657D+00 2.296D+03
 4.680D+00 3.167D+03
 4.704D+00 3.427D+03
 4.727D+00 2.874D+03
 4.751D+00 1.896D+03
 4.774D+00 9.895D+02
 4.798D+00 3.995D+02
 4.993D+00 3.833D-01
 5.068D+00 2.024D-01
 5.301D+00 4.964D-02
 5.354D+00 4.102D-02
 5.827D+00 1.397D-02
 6.063D+00 1.077D-02
 6.278D+00 6.545D-02
 6.310D+00 7.778D-02
 6.405D+00 4.096D-02
 6.799D+00 3.200D-03
 6.970D+00 2.734D-03
 7.146D+00 2.399D-03
 7.182D+00 2.409D-03
 7.290D+00 2.253D-03
 7.363D+00 2.128D-03
 7.548D+00 5.253D-03
 7.624D+00 6.739D-03
 7.700D+00 4.758D-03
 8.013D+00 2.060D-03
 8.215D+00 4.225D-03
 8.297D+00 5.340D-03
 8.422D+00 3.165D-03
 8.506D+00 2.426D-03
 8.634D+00 3.700D-03
 8.721D+00 4.302D-03
 8.808D+00 3.901D-03
 8.896D+00 3.625D-03
 9.075D+00 6.085D-03
 9.166D+00 7.355D-03
 9.258D+00 6.498D-03
 9.304D+00 6.034D-03
 9.876D+00 1.390D+00
 9.975D+00 2.179D+00
 1.013D+01 1.202D+00
 1.102D+01 4.518D-03
 1.199D+01 1.064D-03
 1.305D+01 4.052D-04
 1.421D+01 2.408D-04
 1.546D+01 1.868D-04
 1.683D+01 1.449D-04
 1.831D+01 1.124D-04
 1.993D+01 8.720D-05
 2.169D+01 6.765D-05
 2.360D+01 5.248D-05
 2.444D+01 4.726D-05
3s3p(3P)4s4Po                           !Configuration name
20                                      !Type of cross-section
134                                     !Number of cross-section points
 1.000D+00 0.000D+00
 3.797D+00 0.000D+00
 3.816D+00 2.814D-05
 3.971D+00 5.608D-01
 4.011D+00 9.392D-01
 4.031D+00 1.051D+00
 4.051D+00 1.121D+00
 4.112D+00 1.232D+00
 4.216D+00 1.453D+00
 4.322D+00 1.823D+00
 4.387D+00 2.199D+00
 4.453D+00 2.832D+00
 4.498D+00 3.556D+00
 4.543D+00 4.826D+00
 4.565D+00 5.922D+00
 4.588D+00 7.944D+00
 4.611D+00 1.223D+01
 4.634D+00 2.298D+01
 4.657D+00 4.665D+01
 4.704D+00 1.539D+02
 4.727D+00 2.131D+02
 4.751D+00 2.402D+02
 4.774D+00 2.166D+02
 4.822D+00 9.626D+01
 4.846D+00 4.899D+01
 4.870D+00 2.334D+01
 4.895D+00 1.141D+01
 4.919D+00 7.016D+00
 4.944D+00 5.331D+00
 4.968D+00 4.750D+00
 4.993D+00 4.594D+00
 5.018D+00 4.674D+00
 5.043D+00 4.931D+00
 5.094D+00 6.053D+00
 5.145D+00 8.505D+00
 5.170D+00 1.089D+01
 5.196D+00 1.514D+01
 5.222D+00 2.398D+01
 5.248D+00 4.247D+01
 5.274D+00 8.032D+01
 5.327D+00 2.256D+02
 5.354D+00 3.005D+02
 5.380D+00 3.293D+02
 5.407D+00 2.997D+02
 5.461D+00 1.422D+02
 5.489D+00 7.872D+01
 5.516D+00 3.951D+01
 5.544D+00 2.037D+01
