
******************************************************************************

       Photoionization cross-sections for O III

>> Data is from the Opacity project
>>   Verner high energy tail included for gnd level
>>   Smoothed with a gausian of width  499 km/sec

          Types of cross sections included:
         -----------------------------------

           1 - Seaton formula fit [sigma_o,alpha,beta]                  
          20 - Opacity Project: smoothed [number of data pairs]         

 [Reference] O\,{\sc iii} photoionization data from \citep{LPS89_OIII_phot}.

******************************************************************************

14-Mar-2002                             !Date
 1.78887D+00 1.060D+00
 1.79036D+00 9.058D-01
 1.79185D+00 8.134D-01
 1.79335D+00 7.916D-01
 1.79484D+00 8.271D-01
 1.79934D+00 1.048D+00
 1.80384D+00 1.183D+00
 1.80835D+00 1.219D+00
 1.81439D+00 1.185D+00
 1.82045D+00 1.088D+00
 1.82805D+00 8.725D-01
 1.82957D+00 8.509D-01
 1.83110D+00 8.733D-01
 1.83262D+00 9.731D-01
 1.83415D+00 1.184D+00
 1.83568D+00 1.521D+00
 1.84027D+00 2.892D+00
 1.84181D+00 3.216D+00
 1.84334D+00 3.383D+00
 1.84488D+00 3.403D+00
 1.85258D+00 2.769D+00
 1.85722D+00 2.508D+00
 1.86342D+00 2.308D+00
 1.87744D+00 2.088D+00
 1.90264D+00 1.929D+00
 1.96221D+00 1.786D+00
 2.05765D+00 1.704D+00
 2.06280D+00 1.636D+00
 2.06969D+00 1.345D+00
 2.07141D+00 1.352D+00
 2.07660D+00 1.540D+00
 2.08353D+00 1.659D+00
 2.11149D+00 1.840D+00
 2.12384D+00 2.079D+00
 2.13093D+00 2.431D+00
 2.13449D+00 2.780D+00
 2.13805D+00 3.419D+00
 2.13983D+00 3.965D+00
 2.14161D+00 4.804D+00
 2.14340D+00 6.140D+00
 2.14518D+00 8.267D+00
 2.14697D+00 1.150D+01
 2.15235D+00 2.534D+01
 2.15414D+00 2.755D+01
 2.15594D+00 2.664D+01
 2.15773D+00 2.301D+01
 2.16133D+00 1.323D+01
 2.16313D+00 9.460D+00
 2.16494D+00 6.871D+00
 2.16674D+00 5.229D+00
 2.16855D+00 4.206D+00
 2.17035D+00 3.557D+00
 2.17216D+00 3.127D+00
 2.17579D+00 2.625D+00
 2.17942D+00 2.407D+00
 2.18123D+00 2.393D+00
 2.18669D+00 2.573D+00
 2.19034D+00 2.448D+00
 2.19399D+00 2.131D+00
 2.19765D+00 1.929D+00
 2.20499D+00 1.836D+00
 2.21051D+00 1.894D+00
 2.21604D+00 2.055D+00
 2.21789D+00 2.019D+00
 2.21973D+00 1.868D+00
 2.22344D+00 1.383D+00
 2.22529D+00 1.223D+00
 2.22714D+00 1.170D+00
 2.23458D+00 1.312D+00
 2.24578D+00 1.387D+00
 2.29496D+00 1.427D+00
 2.30454D+00 1.475D+00
 2.30839D+00 1.413D+00
 2.31224D+00 1.236D+00
 2.31416D+00 1.172D+00
 2.31609D+00 1.155D+00
 2.32770D+00 1.278D+00
 2.36091D+00 1.326D+00
 2.36484D+00 1.314D+00
 2.37076D+00 1.175D+00
 2.37472D+00 1.135D+00
 2.38463D+00 1.207D+00
 2.39858D+00 1.222D+00
 2.40458D+00 1.205D+00
 2.41060D+00 1.105D+00
 2.41462D+00 1.075D+00
 2.42066D+00 1.099D+00
 2.43280D+00 1.043D+00
 2.44907D+00 7.727D-01
 2.45111D+00 7.836D-01
 2.45315D+00 8.776D-01
 2.45520D+00 1.088D+00
 2.45929D+00 1.723D+00
 2.46134D+00 1.963D+00
 2.46339D+00 2.053D+00
 2.46545D+00 2.008D+00
 2.47162D+00 1.637D+00
 2.47574D+00 1.480D+00
 2.48607D+00 1.288D+00
 2.50688D+00 1.063D+00
 2.50896D+00 1.080D+00
 2.51106D+00 1.146D+00
 2.51315D+00 1.288D+00
 2.51524D+00 1.522D+00
 2.51944D+00 2.131D+00
 2.52154D+00 2.357D+00
 2.52364D+00 2.448D+00
 2.52574D+00 2.405D+00
 2.53207D+00 1.971D+00
 2.53629D+00 1.759D+00
 2.54476D+00 1.553D+00
 2.55325D+00 1.456D+00
 2.57033D+00 1.353D+00
 2.61788D+00 1.184D+00
 2.63100D+00 1.234D+00
 2.71111D+00 1.059D+00
 2.72470D+00 9.732D-01
 2.73380D+00 8.453D-01
 2.73607D+00 8.634D-01
 2.73836D+00 9.606D-01
 2.74292D+00 1.348D+00
 2.74521D+00 1.507D+00
 2.74750D+00 1.568D+00
 2.74979D+00 1.543D+00
 2.75897D+00 1.308D+00
 2.77279D+00 1.204D+00
 2.81704D+00 1.123D+00
 2.83116D+00 1.053D+00
 2.83824D+00 1.057D+00
 2.87155D+00 1.002D+00
 2.87873D+00 9.584D-01
 2.88835D+00 8.548D-01
 2.89075D+00 8.969D-01
 2.89799D+00 1.233D+00
 2.90282D+00 1.300D+00
 2.91494D+00 1.225D+00
 2.92224D+00 9.766D-01
 2.92467D+00 9.151D-01
 2.92711D+00 8.929D-01
 2.94178D+00 9.654D-01
 2.95160D+00 9.554D-01
 2.97630D+00 1.025D+00
 2.98126D+00 1.124D+00
 2.98623D+00 1.295D+00
 2.98872D+00 1.317D+00
 2.99121D+00 1.260D+00
 2.99620D+00 1.047D+00
 3.00120D+00 9.413D-01
 3.00620D+00 9.257D-01
 3.01122D+00 9.263D-01
 3.03894D+00 8.717D-01
 3.05163D+00 1.005D+00
 3.06437D+00 9.281D-01
 3.07973D+00 8.795D-01
 3.09259D+00 9.648D-01
 3.11067D+00 8.816D-01
 3.12106D+00 9.187D-01
 3.25383D+00 8.355D-01
 3.25926D+00 8.459D-01
 3.27287D+00 9.344D-01
 3.28927D+00 8.841D-01
 3.30851D+00 8.722D-01
 3.31955D+00 8.780D-01
 3.33897D+00 8.294D-01
 3.39791D+00 8.003D-01
 3.41210D+00 8.057D-01
 3.46654D+00 7.859D-01
 3.48392D+00 8.308D-01
 3.50138D+00 7.754D-01
 3.56913D+00 7.365D-01
 3.58701D+00 7.743D-01
 3.62004D+00 7.297D-01
 3.65033D+00 7.415D-01
 3.68394D+00 7.120D-01
 3.69932D+00 7.251D-01
 3.71786D+00 7.083D-01
 3.73338D+00 7.255D-01
 3.75835D+00 6.715D-01
 3.82469D+00 6.638D-01
 3.83746D+00 6.656D-01
 4.06793D+00 6.132D-01
 4.07472D+00 6.136D-01
 4.10539D+00 5.819D-01
 4.13285D+00 5.850D-01
 4.25514D+00 5.675D-01
 4.28004D+00 5.461D-01
 4.29432D+00 5.486D-01
 4.35922D+00 5.438D-01
 4.38106D+00 5.272D-01
 4.41404D+00 5.292D-01
 4.44727D+00 5.159D-01
 4.46583D+00 5.181D-01
 4.49195D+00 5.093D-01
 4.49945D+00 5.104D-01
 5.24058D+00 3.893D-01
 5.84986D+00 3.211D-01
 6.45423D+00 2.708D-01
 7.05609D+00 2.331D-01
 8.25953D+00 1.819D-01
 9.46104D+00 1.527D-01
 1.00544D+01 1.276D-01
 1.11302D+01 9.405D-02
 1.23006D+01 6.967D-02
 1.35714D+01 5.187D-02
 1.47261D+01 4.060D-02
 1.59258D+01 3.210D-02
 1.72377D+01 2.531D-02
 1.83646D+01 2.094D-02
 1.94675D+01 1.758D-02
 2.06539D+01 1.472D-02
 2.28448D+01 1.088D-02
 2.47266D+01 8.576D-03
 2.63211D+01 7.111D-03
 2.90889D+01 5.269D-03
 3.08360D+01 4.422D-03
 3.27152D+01 3.715D-03
2s_2p2(4Pe)3p_5Do                       !Configuration name
20                                      !Type of cross-section
106                                     !Number of cross-section points
 1.00000D+00 0.000D+00
 1.73746D+00 0.000D+00
 1.73890D+00 4.338D-06
 1.74035D+00 4.576D-05
 1.74180D+00 3.585D-04
 1.74326D+00 2.214D-03
 1.74471D+00 1.078D-02
 1.74616D+00 4.176D-02
 1.74762D+00 1.293D-01
 1.74908D+00 3.236D-01
 1.75053D+00 6.609D-01
 1.75199D+00 1.121D+00
 1.75345D+00 1.614D+00
 1.75492D+00 2.028D+00
 1.75638D+00 2.300D+00
 1.75931D+00 2.497D+00
 1.76224D+00 2.517D+00
 1.92978D+00 2.296D+00
 1.99851D+00 2.317D+00
 2.03209D+00 2.443D+00
 2.05251D+00 2.657D+00
 2.06452D+00 2.926D+00
 2.07314D+00 3.289D+00
 2.08006D+00 3.807D+00
 2.08527D+00 4.497D+00
 2.08874D+00 5.276D+00
 2.09223D+00 6.618D+00
 2.09397D+00 7.713D+00
 2.09572D+00 9.369D+00
 2.09746D+00 1.208D+01
 2.09921D+00 1.681D+01
 2.10096D+00 2.511D+01
 2.10271D+00 3.879D+01
 2.10447D+00 5.838D+01
 2.10622D+00 8.090D+01
 2.10798D+00 9.935D+01
 2.10973D+00 1.057D+02
 2.11149D+00 9.660D+01
 2.11325D+00 7.607D+01
 2.11501D+00 5.244D+01
 2.11678D+00 3.272D+01
 2.11854D+00 1.946D+01
 2.12031D+00 1.180D+01
 2.12207D+00 7.705D+00
 2.12384D+00 5.525D+00
 2.12561D+00 4.296D+00
 2.12738D+00 3.546D+00
 2.12916D+00 3.055D+00
 2.13093D+00 2.715D+00
 2.13271D+00 2.470D+00
 2.13805D+00 2.042D+00
 2.14340D+00 1.837D+00
 2.15414D+00 1.664D+00
 2.17942D+00 1.568D+00
 2.86916D+00 1.047D+00
 2.97878D+00 9.936D-01
 2.98374D+00 9.943D-01
 3.00370D+00 9.305D-01
 3.02883D+00 9.398D-01
 3.15242D+00 8.921D-01
 3.17615D+00 8.434D-01
 3.18941D+00 8.493D-01
 3.35012D+00 7.906D-01
 3.37253D+00 7.584D-01
 3.39508D+00 7.599D-01
 3.43205D+00 7.571D-01
 3.43492D+00 7.572D-01
 3.46077D+00 7.227D-01
 3.47232D+00 7.248D-01
 3.56021D+00 6.900D-01
 3.57508D+00 6.919D-01
 3.57806D+00 6.919D-01
 3.59000D+00 6.922D-01
 3.61100D+00 6.676D-01
 3.62306D+00 6.691D-01
 3.67168D+00 6.536D-01
 3.68394D+00 6.556D-01
 3.70240D+00 6.379D-01
 3.71476D+00 6.393D-01
 3.73649D+00 6.309D-01
 3.74584D+00 6.324D-01
 3.76148D+00 6.194D-01
 3.77090D+00 6.201D-01
 3.80562D+00 6.095D-01
 3.81514D+00 6.101D-01
 4.31944D+00 4.727D-01
 4.76174D+00 3.865D-01
 5.39117D+00 2.977D-01
 6.00293D+00 2.369D-01
 6.62864D+00 1.919D-01
 7.25279D+00 1.588D-01
 7.87643D+00 1.334D-01
 8.51814D+00 1.132D-01
 9.74913D+00 8.539D-02
 1.18578D+01 5.420D-02
 1.28881D+01 4.220D-02
 1.39614D+01 3.320D-02
 1.48617D+01 2.753D-02
 1.57937D+01 2.293D-02
 1.67283D+01 1.930D-02
 1.85182D+01 1.423D-02
 2.00603D+01 1.119D-02
 2.16044D+01 8.961D-03
 2.39959D+01 6.539D-03
 2.54583D+01 5.476D-03
 2.70098D+01 4.598D-03
2s2_2p_4p_1Pe                           !Configuration name
20                                      !Type of cross-section
374                                     !Number of cross-section points
 1.00000D+00 2.229D+00
 1.14834D+00 1.913D+00
 1.28934D+00 1.719D+00
 1.31319D+00 1.752D+00
 1.31648D+00 1.710D+00
 1.32087D+00 1.490D+00
 1.32308D+00 1.448D+00
 1.33082D+00 1.545D+00
 1.34755D+00 1.586D+00
 1.48430D+00 1.479D+00
 1.50799D+00 1.401D+00
 1.51681D+00 1.325D+00
 1.52314D+00 1.208D+00
 1.52568D+00 1.124D+00
 1.52950D+00 9.431D-01
 1.53077D+00 9.132D-01
 1.53205D+00 9.902D-01
 1.53333D+00 1.286D+00
 1.53460D+00 1.883D+00
 1.53716D+00 3.588D+00
 1.53845D+00 4.155D+00
 1.53973D+00 4.270D+00
 1.54101D+00 4.008D+00
 1.54358D+00 3.170D+00
 1.54616D+00 2.637D+00
 1.54874D+00 2.387D+00
 1.55132D+00 2.256D+00
 1.55779D+00 2.104D+00
 1.56821D+00 2.042D+00
 1.58133D+00 2.104D+00
 1.59456D+00 2.365D+00
 1.60523D+00 2.912D+00
 1.60791D+00 2.987D+00
 1.61193D+00 2.828D+00
 1.61731D+00 2.324D+00
 1.62136D+00 2.099D+00
 1.62677D+00 2.030D+00
 1.63902D+00 2.200D+00
 1.65135D+00 2.567D+00
 1.66101D+00 3.062D+00
 1.66795D+00 3.659D+00
 1.67352D+00 4.445D+00
 1.67771D+00 5.389D+00
 1.68190D+00 6.976D+00
 1.68471D+00 8.761D+00
 1.68611D+00 1.006D+01
 1.68752D+00 1.182D+01
 1.68893D+00 1.429D+01
 1.69033D+00 1.790D+01
 1.69174D+00 2.335D+01
 1.69315D+00 3.155D+01
 1.69456D+00 4.330D+01
 1.69739D+00 7.401D+01
 1.69881D+00 8.590D+01
 1.70022D+00 8.913D+01
 1.70164D+00 8.183D+01
 1.70306D+00 6.654D+01
 1.70448D+00 4.853D+01
 1.70590D+00 3.249D+01
 1.70732D+00 2.066D+01
 1.70874D+00 1.296D+01
 1.71017D+00 8.298D+00
 1.71159D+00 5.532D+00
 1.71302D+00 3.862D+00
 1.71445D+00 2.815D+00
 1.71588D+00 2.134D+00
 1.71731D+00 1.681D+00
 1.71874D+00 1.377D+00
 1.72017D+00 1.177D+00
 1.72160D+00 1.055D+00
 1.72304D+00 9.957D-01
 1.72448D+00 9.954D-01
 1.72591D+00 1.059D+00
 1.72735D+00 1.205D+00
 1.72879D+00 1.482D+00
 1.73023D+00 2.005D+00
 1.73168D+00 3.039D+00
 1.73312D+00 5.111D+00
 1.73456D+00 9.043D+00
 1.73601D+00 1.555D+01
 1.73890D+00 3.308D+01
 1.74035D+00 3.830D+01
 1.74180D+00 3.742D+01
 1.74326D+00 3.101D+01
 1.74471D+00 2.221D+01
 1.74616D+00 1.425D+01
 1.74762D+00 8.692D+00
 1.74908D+00 5.413D+00
 1.75053D+00 3.647D+00
 1.75199D+00 2.695D+00
 1.75345D+00 2.146D+00
 1.75492D+00 1.799D+00
 1.75638D+00 1.563D+00
 1.75931D+00 1.265D+00
 1.76224D+00 1.089D+00
 1.76665D+00 9.360D-01
 1.77255D+00 8.300D-01
 1.78441D+00 7.477D-01
 1.80083D+00 7.226D-01
 1.83721D+00 7.305D-01
 1.84027D+00 7.355D-01
 1.84334D+00 7.800D-01
 1.84488D+00 8.440D-01
 1.84950D+00 1.143D+00
 1.85104D+00 1.164D+00
 1.85258D+00 1.110D+00
 1.85722D+00 8.072D-01
 1.85877D+00 7.529D-01
 1.86187D+00 7.218D-01
 1.88685D+00 7.565D-01
 1.98358D+00 8.148D-01
 2.00853D+00 8.641D-01
 2.02028D+00 9.341D-01
 2.02364D+00 9.829D-01
 2.02702D+00 1.092D+00
 2.03209D+00 1.450D+00
 2.03379D+00 1.525D+00
 2.03548D+00 1.492D+00
 2.03718D+00 1.344D+00
 2.04058D+00 9.305D-01
 2.04228D+00 7.979D-01
 2.04398D+00 7.420D-01
 2.04568D+00 7.398D-01
 2.05080D+00 8.427D-01
 2.05251D+00 9.159D-01
 2.05422D+00 1.103D+00
 2.05594D+00 1.656D+00
 2.05765D+00 3.105D+00
 2.05937D+00 6.141D+00
 2.06108D+00 1.093D+01
 2.06280D+00 1.627D+01
 2.06452D+00 1.965D+01
 2.06624D+00 1.906D+01
 2.06796D+00 1.482D+01
 2.06969D+00 9.287D+00
 2.07141D+00 4.790D+00
 2.07314D+00 2.177D+00
 2.07487D+00 1.050D+00
 2.07660D+00 6.894D-01
 2.07833D+00 6.130D-01
 2.09223D+00 6.964D-01
 2.12031D+00 8.228D-01
 2.12738D+00 8.806D-01
 2.13093D+00 9.679D-01
 2.13271D+00 1.070D+00
 2.13627D+00 1.404D+00
 2.13805D+00 1.523D+00
 2.13983D+00 1.507D+00
 2.14161D+00 1.356D+00
 2.14340D+00 1.152D+00
 2.14518D+00 9.880D-01
 2.14697D+00 9.038D-01
 2.14876D+00 8.858D-01
 2.15235D+00 9.330D-01
 2.16133D+00 1.131D+00
 2.16674D+00 1.322D+00
 2.17035D+00 1.524D+00
 2.17397D+00 1.852D+00
 2.17579D+00 2.108D+00
 2.17760D+00 2.485D+00
 2.17942D+00 3.102D+00
 2.18123D+00 4.270D+00
 2.18305D+00 6.764D+00
 2.18487D+00 1.216D+01
 2.18669D+00 2.270D+01
 2.18851D+00 3.963D+01
 2.19034D+00 6.034D+01
 2.19216D+00 7.709D+01
 2.19399D+00 8.132D+01
 2.19582D+00 7.050D+01
 2.19948D+00 3.051D+01
 2.20132D+00 1.614D+01
 2.20315D+00 8.069D+00
 2.20499D+00 4.243D+00
 2.20682D+00 2.575D+00
 2.20867D+00 1.823D+00
 2.21051D+00 1.438D+00
 2.21235D+00 1.211D+00
 2.21419D+00 1.063D+00
 2.21789D+00 8.849D-01
 2.22158D+00 7.866D-01
 2.22529D+00 7.278D-01
 2.23272D+00 6.629D-01
 2.24391D+00 6.171D-01
 2.24765D+00 6.683D-01
 2.25140D+00 7.926D-01
 2.25328D+00 8.284D-01
 2.25515D+00 8.231D-01
 2.26080D+00 7.252D-01
 2.26457D+00 7.088D-01
 2.27024D+00 7.289D-01
 2.27402D+00 7.850D-01
 2.27592D+00 8.699D-01
 2.27782D+00 1.061D+00
 2.27972D+00 1.430D+00
 2.28352D+00 2.548D+00
 2.28542D+00 2.838D+00
 2.28733D+00 2.645D+00
 2.28923D+00 2.064D+00
 2.29114D+00 1.403D+00
 2.29305D+00 9.191D-01
 2.29496D+00 6.693D-01
 2.29687D+00 5.784D-01
 2.29879D+00 5.588D-01
 2.33547D+00 7.301D-01
 2.34132D+00 7.870D-01
 2.34522D+00 8.557D-01
 2.34718D+00 9.192D-01
 2.34913D+00 1.032D+00
 2.35109D+00 1.227D+00
 2.35698D+00 2.165D+00
 2.36091D+00 2.566D+00
 2.36287D+00 2.981D+00
 2.36484D+00 3.553D+00
 2.36681D+00 3.901D+00
 2.36879D+00 3.650D+00
 2.37076D+00 2.841D+00
 2.37274D+00 1.881D+00
 2.37472D+00 1.157D+00
 2.37670D+00 7.780D-01
 2.37868D+00 6.476D-01
 2.38066D+00 6.390D-01
 2.38662D+00 7.727D-01
 2.39259D+00 8.767D-01
 2.39658D+00 1.002D+00
 2.39858D+00 1.151D+00
 2.40058D+00 1.593D+00
 2.40258D+00 3.170D+00
 2.40458D+00 8.251D+00
 2.40659D+00 2.128D+01
 2.40859D+00 4.659D+01
 2.41060D+00 8.202D+01
 2.41261D+00 1.144D+02
 2.41462D+00 1.260D+02
 2.41663D+00 1.104D+02
 2.42066D+00 4.779D+01
 2.42268D+00 2.708D+01
 2.42470D+00 1.568D+01
 2.42672D+00 9.413D+00
 2.42875D+00 5.722D+00
 2.43077D+00 4.221D+00
 2.43280D+00 5.371D+00
 2.43482D+00 9.379D+00
 2.43888D+00 2.098D+01
 2.44092D+00 2.424D+01
 2.44295D+00 2.492D+01
 2.44907D+00 2.437D+01
 2.45111D+00 2.278D+01
 2.45315D+00 1.925D+01
 2.45724D+00 9.978D+00
 2.45929D+00 6.433D+00
 2.46134D+00 4.102D+00
 2.46339D+00 2.717D+00
 2.46545D+00 1.915D+00
 2.46750D+00 1.445D+00
 2.46956D+00 1.201D+00
 2.47162D+00 1.238D+00
 2.47368D+00 1.754D+00
 2.47574D+00 2.934D+00
 2.47780D+00 4.629D+00
 2.47987D+00 6.146D+00
 2.48194D+00 6.633D+00
 2.48400D+00 5.812D+00
 2.48815D+00 2.678D+00
 2.49022D+00 1.637D+00
 2.49230D+00 1.093D+00
 2.49437D+00 8.467D-01
 2.49645D+00 7.342D-01
 2.50062D+00 6.328D-01
 2.50270D+00 6.222D-01
 2.50479D+00 6.683D-01
 2.50688D+00 8.060D-01
 2.51106D+00 1.272D+00
 2.51315D+00 1.405D+00
 2.51524D+00 1.373D+00
 2.51944D+00 1.092D+00
 2.52154D+00 1.017D+00
 2.52364D+00 1.001D+00
 2.52574D+00 1.005D+00
 2.54476D+00 9.109D-01
 2.54900D+00 9.433D-01
 2.55538D+00 1.103D+00
 2.55751D+00 1.111D+00
 2.55964D+00 1.055D+00
 2.56605D+00 7.513D-01
 2.57033D+00 6.682D-01
 2.57891D+00 6.355D-01
 2.62443D+00 5.646D-01
 2.66631D+00 5.386D-01
 2.69535D+00 5.518D-01
 2.70434D+00 5.446D-01
 2.72470D+00 4.775D-01
 2.74521D+00 4.579D-01
 2.75437D+00 4.641D-01
 2.75897D+00 4.908D-01
 2.76127D+00 5.238D-01
 2.76587D+00 6.202D-01
 2.76818D+00 6.477D-01
 2.77049D+00 6.388D-01
 2.77511D+00 5.705D-01
 2.77742D+00 5.610D-01
 2.78437D+00 5.997D-01
 2.80066D+00 4.957D-01
 2.81469D+00 4.560D-01
 2.86916D+00 4.288D-01
 2.88835D+00 4.486D-01
 2.90524D+00 5.510D-01
 2.91009D+00 5.300D-01
 2.91980D+00 4.551D-01
 2.92955D+00 4.291D-01
 2.93933D+00 4.489D-01
 2.95652D+00 4.074D-01
 2.96392D+00 4.264D-01
 2.97382D+00 5.170D-01
 2.97878D+00 4.963D-01
 2.98623D+00 4.116D-01
 2.99370D+00 3.912D-01
 3.00620D+00 3.973D-01
 3.03641D+00 3.839D-01
 3.04148D+00 3.839D-01
 3.06692D+00 3.792D-01
 3.07973D+00 4.020D-01
 3.09516D+00 3.760D-01
 3.09774D+00 3.761D-01
 3.13670D+00 3.645D-01
 3.14980D+00 3.717D-01
 3.18410D+00 3.565D-01
 3.19739D+00 3.597D-01
 3.22146D+00 3.515D-01
 3.23221D+00 3.547D-01
 3.45501D+00 3.123D-01
 3.48682D+00 3.253D-01
 3.51892D+00 3.022D-01
 3.74272D+00 2.730D-01
 3.79295D+00 2.746D-01
 3.81196D+00 2.663D-01
 3.82469D+00 2.695D-01
 3.95102D+00 2.483D-01
 3.96090D+00 2.486D-01
 4.14319D+00 2.282D-01
 4.15010D+00 2.283D-01
 4.18482D+00 2.251D-01
 4.20580D+00 2.258D-01
 4.41404D+00 2.052D-01
 4.42140D+00 2.052D-01
 4.53331D+00 1.950D-01
 4.54466D+00 1.953D-01
 4.60949D+00 1.892D-01
 4.61718D+00 1.894D-01
 4.66358D+00 1.855D-01
 4.66746D+00 1.855D-01
 5.48633D+00 1.370D-01
 6.11907D+00 1.120D-01
 6.76817D+00 9.324D-02
 7.39313D+00 7.987D-02
 8.04222D+00 6.957D-02
 8.66849D+00 6.236D-02
 9.29694D+00 5.753D-02
 9.87997D+00 4.802D-02
 1.09371D+01 3.540D-02
 1.20872D+01 2.623D-02
 1.33249D+01 1.957D-02
 1.44827D+01 1.525D-02
 1.56888D+01 1.200D-02
 1.69528D+01 9.506D-03
 1.80460D+01 7.882D-03
 1.91777D+01 6.568D-03
 2.02957D+01 5.540D-03
 2.24673D+01 4.084D-03
 2.43585D+01 3.205D-03
 2.61899D+01 2.579D-03
 2.91132D+01 1.877D-03
 3.08874D+01 1.572D-03
 3.27698D+01 1.320D-03
2s2_2p_4p_3De                           !Configuration name
20                                      !Type of cross-section
340                                     !Number of cross-section points
 1.00000D+00 2.959D+00
 1.01680D+00 2.712D+00
 1.09325D+00 2.344D+00
 1.10056D+00 2.460D+00
 1.10792D+00 2.320D+00
 1.27121D+00 1.829D+00
 1.28291D+00 1.736D+00
 1.29042D+00 1.602D+00
 1.29257D+00 1.679D+00
 1.29688D+00 2.046D+00
 1.29905D+00 2.099D+00
 1.31868D+00 1.810D+00
 1.32198D+00 1.812D+00
 1.32860D+00 1.807D+00
 1.33526D+00 1.848D+00
 1.38743D+00 1.666D+00
 1.39438D+00 1.706D+00
 1.44284D+00 1.615D+00
 1.45128D+00 1.660D+00
 1.45734D+00 1.549D+00
 1.47444D+00 1.507D+00
 1.48554D+00 1.378D+00
 1.49423D+00 1.573D+00
 1.50172D+00 1.533D+00
 1.50548D+00 1.545D+00
 1.51428D+00 1.411D+00
 1.51681D+00 1.445D+00
 1.52060D+00 1.583D+00
 1.52314D+00 1.609D+00
 1.54230D+00 1.521D+00
 1.54874D+00 1.545D+00
 1.60122D+00 1.498D+00
 1.60389D+00 1.527D+00
 1.60523D+00 1.617D+00
 1.60657D+00 1.856D+00
 1.60791D+00 2.324D+00
 1.61059D+00 3.554D+00
 1.61193D+00 3.744D+00
 1.61327D+00 3.432D+00
 1.61596D+00 2.258D+00
 1.61731D+00 1.891D+00
 1.61866D+00 1.715D+00
 1.62001D+00 1.647D+00
 1.62406D+00 1.611D+00
 1.63629D+00 1.639D+00
 1.64998D+00 1.816D+00
 1.65549D+00 1.930D+00
 1.66101D+00 2.137D+00
 1.66517D+00 2.430D+00
 1.66795D+00 2.821D+00
 1.66934D+00 3.232D+00
 1.67073D+00 4.204D+00
 1.67212D+00 6.926D+00
 1.67352D+00 1.416D+01
 1.67491D+00 3.010D+01
 1.67631D+00 5.703D+01
 1.67771D+00 8.949D+01
 1.67910D+00 1.128D+02
 1.68050D+00 1.129D+02
 1.68190D+00 8.926D+01
 1.68331D+00 5.577D+01
 1.68471D+00 2.769D+01
 1.68611D+00 1.113D+01
 1.68752D+00 3.894D+00
 1.68893D+00 1.498D+00
 1.69033D+00 9.229D-01
 1.69174D+00 8.936D-01
 1.69315D+00 1.069D+00
 1.69456D+00 1.453D+00
 1.69598D+00 2.121D+00
 1.69881D+00 3.879D+00
 1.70022D+00 4.249D+00
 1.70164D+00 3.905D+00
 1.70448D+00 2.122D+00
 1.70590D+00 1.477D+00
 1.70732D+00 1.167D+00
 1.70874D+00 1.072D+00
 1.71159D+00 1.039D+00
 1.71302D+00 9.884D-01
 1.71588D+00 8.329D-01
 1.71731D+00 7.776D-01
 1.71874D+00 7.568D-01
 1.72160D+00 7.947D-01
 1.72448D+00 9.044D-01
 1.72591D+00 1.053D+00
 1.72735D+00 1.411D+00
 1.72879D+00 2.151D+00
 1.73023D+00 3.311D+00
 1.73168D+00 4.561D+00
 1.73312D+00 5.260D+00
 1.73456D+00 4.959D+00
 1.73601D+00 3.840D+00
 1.73746D+00 2.539D+00
 1.73890D+00 1.578D+00
 1.74035D+00 1.075D+00
 1.74180D+00 8.888D-01
 1.74326D+00 8.481D-01
 1.75492D+00 9.664D-01
 1.75638D+00 9.946D-01
 1.75784D+00 1.065D+00
 1.75931D+00 1.241D+00
 1.76077D+00 1.600D+00
 1.76371D+00 2.684D+00
 1.76518D+00 2.933D+00
 1.76665D+00 2.722D+00
 1.76960D+00 1.621D+00
 1.77107D+00 1.245D+00
 1.77255D+00 1.078D+00
 1.77403D+00 1.039D+00
 1.78292D+00 1.112D+00
 1.84950D+00 1.049D+00
 1.85877D+00 1.061D+00
 1.86187D+00 1.059D+00
 1.86964D+00 1.065D+00
 2.01523D+00 1.017D+00
 2.05594D+00 1.028D+00
 2.06280D+00 9.951D-01
 2.06624D+00 1.025D+00
 2.07141D+00 1.181D+00
 2.07660D+00 1.256D+00
 2.08700D+00 1.297D+00
 2.09223D+00 1.295D+00
 2.10973D+00 1.380D+00
 2.12207D+00 1.547D+00
 2.12916D+00 1.718D+00
 2.13449D+00 1.914D+00
 2.13983D+00 2.220D+00
 2.14518D+00 2.759D+00
 2.14876D+00 3.349D+00
 2.15235D+00 4.077D+00
 2.15594D+00 5.012D+00
 2.16313D+00 7.516D+00
 2.16674D+00 7.993D+00
 2.17035D+00 7.422D+00
 2.17760D+00 5.162D+00
 2.18123D+00 4.538D+00
 2.18305D+00 4.435D+00
 2.18487D+00 4.485D+00
 2.18669D+00 4.716D+00
 2.18851D+00 5.193D+00
 2.19034D+00 6.059D+00
 2.19216D+00 7.593D+00
 2.19399D+00 1.032D+01
 2.19582D+00 1.501D+01
 2.19765D+00 2.240D+01
 2.20132D+00 4.306D+01
 2.20315D+00 5.088D+01
 2.20499D+00 5.242D+01
 2.20682D+00 4.688D+01
 2.21051D+00 2.567D+01
 2.21235D+00 1.670D+01
 2.21419D+00 1.064D+01
 2.21604D+00 7.012D+00
 2.21789D+00 4.950D+00
 2.21973D+00 3.760D+00
 2.22158D+00 3.035D+00
