
********************************************************************************

    Energy Levels and statistical weights for O2        

    Data is from the Opacity Project
    Maximum energy included = Ionization energy =>   285641.
    Data is from NIST
    Maximum energy included = Ionization energy =>   283271.
    Packed according to J states by pack.f
    Data from the Opacity Project rewritten with NIST energies
    66 energies from NIST included
    153 energies from the Opacity Project scaled by  0.9927: 
    Oscillator strengths scaled to conserve (g*f)/(h*nu)
    Split using NIST energy levels and REWRITE_OSC_V2
    Kurucz data used when available.

 Config           Statistical   Energy   Ionization  Frequency  Wavelength
                    Weight      (cm^-1)  Energy(eV)  (Hz 10^15) (Angstroms)
********************************************************************************

29-Sep-2000                                      !Date
296                                              !Number of energy levels
283270.9000                                      !Ionization energy
2.0                                              !Screened nuclear charge
6861                                             !Number of transitions

2s2_2p2(3Pe)9s_4Pe     -2s2_2p2(3Pe)9p_4Do         1.6706E+00  1.2083E+05   2.352E+05     250- 253     6697
2s_2p4_4Pe[5/2]        -2s2_2p2(3Pe)9p_4Po         7.2918E-05  6.0143E+05     635.888       6- 254      407
2s_2p4_4Pe[3/2]        -2s2_2p2(3Pe)9p_4Po         7.2918E-05  4.0012E+05     636.549       7- 254      451
2s_2p4_4Pe[1/2]        -2s2_2p2(3Pe)9p_4Po         7.2918E-05  1.9985E+05     636.883       8- 254      489
2s2_2p2(3Pe)3s_4Pe[1/2]-2s2_2p2(3Pe)9p_4Po         5.4421E-04  5.1054E+05    1088.586      11- 254      625
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)9p_4Po         5.4421E-04  1.0187E+06    1089.835      12- 254      675
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)9p_4Po         5.4421E-04  1.5228E+06    1091.722      13- 254      722
2s2_2p2(3Pe)3d_4Pe[5/2]-2s2_2p2(3Pe)9p_4Po         3.1856E-04  2.1167E+05    2239.707      43- 254     2048
2s2_2p2(3Pe)3d_4Pe[3/2]-2s2_2p2(3Pe)9p_4Po         3.1856E-04  1.4065E+05    2243.388      46- 254     2178
2s2_2p2(3Pe)3d_4Pe[1/2]-2s2_2p2(3Pe)9p_4Po         3.1856E-04  7.0114E+04    2246.743      47- 254     2215
2s2_2p2(3Pe)3d_4De[1/2]-2s2_2p2(3Pe)9p_4Po         4.1771E-04  9.1486E+04    2252.269      48- 254     2250
2s2_2p2(3Pe)3d_4De[3/2]-2s2_2p2(3Pe)9p_4Po         4.1771E-04  1.8269E+05    2254.013      49- 254     2289
2s2_2p2(3Pe)3d_4De[5/2]-2s2_2p2(3Pe)9p_4Po         4.1771E-04  2.7401E+05    2254.093      50- 254     2327
2s2_2p2(3Pe)3d_4De[7/2]-2s2_2p2(3Pe)9p_4Po         4.1771E-04  3.6525E+05    2254.411      51- 254     2358
2s2_2p2(3Pe)4s_4Pe[1/2]-2s2_2p2(3Pe)9p_4Po         5.0882E-04  8.3715E+04    2598.644      58- 254     2650
2s2_2p2(3Pe)4s_4Pe[3/2]-2s2_2p2(3Pe)9p_4Po         5.0882E-04  1.6651E+05    2605.770      59- 254     2691
2s2_2p2(3Pe)4s_4Pe[5/2]-2s2_2p2(3Pe)9p_4Po         5.0882E-04  2.4768E+05    2616.773      60- 254     2726
2s2_2p2(3Pe)4d_4De[1/2]-2s2_2p2(3Pe)9p_4Po         1.5192E-03  8.3618E+04    4492.943      91- 254     3774
2s2_2p2(3Pe)4d_4De[3/2]-2s2_2p2(3Pe)9p_4Po         1.5192E-03  1.6671E+05    4499.959      92- 254     3803
2s2_2p2(3Pe)4d_4De[5/2]-2s2_2p2(3Pe)9p_4Po         1.5192E-03  2.4973E+05    4503.009      93- 254     3831
2s2_2p2(3Pe)4d_4De[7/2]-2s2_2p2(3Pe)9p_4Po         1.5192E-03  3.2929E+05    4528.160      95- 254     3878
2s2_2p2(3Pe)4d_4Pe[5/2]-2s2_2p2(3Pe)9p_4Po         1.0544E-03  1.7009E+05    4545.719      96- 254     3905
2s2_2p2(3Pe)4d_4Pe[3/2]-2s2_2p2(3Pe)9p_4Po         1.0544E-03  1.1301E+05    4553.463      97- 254     3934
2s2_2p2(3Pe)4d_4Pe[1/2]-2s2_2p2(3Pe)9p_4Po         1.0544E-03  5.6396E+04    4557.754      98- 254     3961
2s2_2p2(3Pe)5s_4Pe[1/2]-2s2_2p2(3Pe)9p_4Po         5.9371E-04  2.4846E+04    5152.719     112- 254     4367
2s2_2p2(3Pe)5s_4Pe[3/2]-2s2_2p2(3Pe)9p_4Po         5.9371E-04  4.9159E+04    5180.540     113- 254     4397
2s2_2p2(3Pe)5s_4Pe[5/2]-2s2_2p2(3Pe)9p_4Po         5.9371E-04  7.2482E+04    5225.267     114- 254     4424
2s2_2p2(3Pe)5d_4De[5/2]-2s2_2p2(3Pe)9p_4Po         4.1169E-03  1.9369E+05    8417.135     134- 254     4956
2s2_2p2(3Pe)5d_4Pe[5/2]-2s2_2p2(3Pe)9p_4Po         2.7292E-03  1.2388E+05    8569.518     136- 254     5009
2s2_2p2(3Pe)5d_4Pe[3/2]-2s2_2p2(3Pe)9p_4Po         2.7292E-03  8.2067E+04    8596.562     137- 254     5030
2s2_2p2(3Pe)6s_4Pe[1/2]-2s2_2p2(3Pe)9p_4Po         6.5251E-04  7.8453E+03    9613.152     153- 254     5407
2s2_2p2(3Pe)6s_4Pe[3/2]-2s2_2p2(3Pe)9p_4Po         6.5251E-04  1.5378E+04    9710.259     154- 254     5427
2s2_2p2(3Pe)6s_4Pe[5/2]-2s2_2p2(3Pe)9p_4Po         6.5251E-04  2.2315E+04    9872.536     155- 254     5447
2s2_2p2(3Pe)6d_4De     -2s2_2p2(3Pe)9p_4Po         1.1787E-02  5.3757E+05   15608.443     170- 254     5680
2s2_2p2(3Pe)6d_4Pe     -2s2_2p2(3Pe)9p_4Po         7.5807E-03  2.0601E+05   15662.639     171- 254     5696
2s2_2p2(3Pe)7s_4Pe     -2s2_2p2(3Pe)9p_4Po         4.3822E-04  8.9311E+03   18086.112     187- 254     5978
2s2_2p2(3Pe)7d_4Pe     -2s2_2p2(3Pe)9p_4Po         1.7126E-02  1.1394E+05   31655.032     195- 254     6096
2s2_2p2(3Pe)7d_4De     -2s2_2p2(3Pe)9p_4Po         4.6693E-02  4.7983E+05   32882.209     198- 254     6147
2s2_2p2(3Pe)8s_4Pe     -2s2_2p2(3Pe)9p_4Po         8.4790E-03  3.8146E+04   38494.388     213- 254     6345
2s2_2p3(5So)3p_4Pe     -2s2_2p2(3Pe)9p_4Po         8.1516E-03  2.6176E+04   45564.059     216- 254     6387
2s2_2p2(3Pe)8d_4De     -2s2_2p2(3Pe)9p_4Po         7.2533E-01  6.0243E+05   1.157E+05     232- 254     6552
2s2_2p2(3Pe)8d_4Pe     -2s2_2p2(3Pe)9p_4Po         7.1022E-01  2.9853E+05   1.259E+05     235- 254     6578
2s2_2p2(3Pe)9s_4Pe     -2s2_2p2(3Pe)9p_4Po         8.0844E-01  1.1230E+05   2.191E+05     250- 254     6698
2s_2p4_2De[5/2]        -2s2_2p2(3Pe)9p_2Do         1.3219E-06  6.5431E+03     899.193       9- 255      535
2s_2p4_2De[3/2]        -2s2_2p2(3Pe)9p_2Do         1.3219E-06  4.3615E+03     899.258      10- 255      585
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Do         3.6417E-04  3.7888E+05    1132.365      14- 255      769
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Do         3.6417E-04  7.5468E+05    1134.677      15- 255      823
2s2_2p2(1De)3s_2De[5/2]-2s2_2p2(3Pe)9p_2Do         3.9027E-04  7.7032E+05    1423.941      21- 255     1090
2s2_2p2(1De)3s_2De[3/2]-2s2_2p2(3Pe)9p_2Do         3.9027E-04  5.1353E+05    1423.962      22- 255     1140
2s_2p4_2Pe[3/2]        -2s2_2p2(3Pe)9p_2Do         1.4582E-04  1.6239E+05    1547.856      30- 255     1518
2s_2p4_2Pe[1/2]        -2s2_2p2(3Pe)9p_2Do         1.4582E-04  8.0772E+04    1551.902      31- 255     1560
2s2_2p2(3Pe)3d_2Fe[5/2]-2s2_2p2(3Pe)9p_2Do         7.2547E-04  5.7245E+05    2251.402      52- 255     2405
2s2_2p2(3Pe)3d_2Fe[7/2]-2s2_2p2(3Pe)9p_2Do         7.2547E-04  7.5768E+05    2259.693      53- 255     2447
2s2_2p2(3Pe)3d_2Pe[3/2]-2s2_2p2(3Pe)9p_2Do         3.1398E-06  1.6048E+03    2284.029      54- 255     2488
2s2_2p2(3Pe)3d_2Pe[1/2]-2s2_2p2(3Pe)9p_2Do         3.1398E-06  7.9824E+02    2289.997      55- 255     2525
2s2_2p2(3Pe)3d_2De[3/2]-2s2_2p2(3Pe)9p_2Do         1.4606E-04  7.1376E+04    2335.923      56- 255     2570
2s2_2p2(3Pe)3d_2De[5/2]-2s2_2p2(3Pe)9p_2Do         1.4606E-04  1.0680E+05    2338.756      57- 255     2614
2s2_2p2(3Pe)4s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Do         5.5949E-04  1.0146E+05    2711.480      61- 255     2765
2s2_2p2(3Pe)4s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Do         5.5949E-04  2.0086E+05    2725.329      62- 255     2808
2s2_2p2(1De)3d_2Fe[7/2]-2s2_2p2(3Pe)9p_2Do         1.1446E-04  4.1216E+04    3848.450      77- 255     3340
2s2_2p2(1De)3d_2Fe[5/2]-2s2_2p2(3Pe)9p_2Do         1.1446E-04  3.0906E+04    3848.835      78- 255     3378
2s2_2p2(1De)3d_2De[3/2]-2s2_2p2(3Pe)9p_2Do         2.3303E-06  3.6269E+02    4139.179      83- 255     3523
2s2_2p2(1De)3d_2De[5/2]-2s2_2p2(3Pe)9p_2Do         2.3303E-06  5.4395E+02    4139.535      84- 255     3557
2s2_2p2(1De)3d_2Pe[1/2]-2s2_2p2(3Pe)9p_2Do         8.7019E-06  6.3616E+02    4270.601      85- 255     3588
2s2_2p2(1De)3d_2Pe[3/2]-2s2_2p2(3Pe)9p_2Do         8.7019E-06  1.2720E+03    4271.041      86- 255     3621
2s2_2p2(3Pe)4d_2Pe[3/2]-2s2_2p2(3Pe)9p_2Do         3.0883E-06  3.9974E+02    4538.872      99- 255     3994
2s2_2p2(3Pe)4d_2Pe[1/2]-2s2_2p2(3Pe)9p_2Do         3.0883E-06  1.9791E+02    4561.311     100- 255     4025
2s2_2p2(3Pe)4d_2Fe[5/2]-2s2_2p2(3Pe)9p_2Do         2.2543E-03  4.3260E+05    4565.514     101- 255     4062
2s2_2p2(3Pe)4d_2Fe[7/2]-2s2_2p2(3Pe)9p_2Do         2.2543E-03  5.6819E+05    4599.964     102- 255     4098
2s2_2p2(3Pe)4d_2De[3/2]-2s2_2p2(3Pe)9p_2Do         5.5492E-04  6.7529E+04    4681.127     110- 255     4308
2s2_2p2(3Pe)4d_2De[5/2]-2s2_2p2(3Pe)9p_2Do         5.5492E-04  1.0077E+05    4693.143     111- 255     4340
2s2_2p2(3Pe)5s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Do         5.5476E-04  2.6124E+04    5321.052     115- 255     4456
2s2_2p2(3Pe)5s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Do         5.5476E-04  5.1169E+04    5376.885     116- 255     4492
2s2_2p2(1De)4s_2De[5/2]-2s2_2p2(3Pe)9p_2Do         1.8982E-03  2.4373E+05    5581.393     117- 255     4524
2s2_2p2(1De)4s_2De[3/2]-2s2_2p2(3Pe)9p_2Do         1.8982E-03  1.6248E+05    5581.537     118- 255     4557
2s2_2p2(3Pe)5d_2Pe     -2s2_2p2(3Pe)9p_2Do         1.6236E-05  9.4075E+02    8308.634     133- 255     4934
2s2_2p2(3Pe)5d_2Fe     -2s2_2p2(3Pe)9p_2Do         6.5696E-03  8.7368E+05    8377.370     135- 255     4987
2s2_2p2(3Pe)5g_2Fe     -2s2_2p2(3Pe)9p_2Do         1.1657E-05  1.4712E+03    8599.509     143- 255     5179
2s2_2p2(3Pe)5d_2De[5/2]-2s2_2p2(3Pe)9p_2Do         1.3197E-03  6.7969E+04    8812.727     148- 255     5282
2s2_2p2(3Pe)6s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Do         4.9886E-04  6.7864E+03    9900.031     156- 255     5471
2s2_2p2(3Pe)6s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Do         4.9886E-04  1.3048E+04   10097.140     157- 255     5495
2s2_2p2(3Pe)6d_2Pe     -2s2_2p2(3Pe)9p_2Do         4.6005E-05  7.7182E+02   15440.872     172- 255     5715
2s2_2p2(3Pe)6d_2Fe     -2s2_2p2(3Pe)9p_2Do         1.8708E-02  7.2099E+05   15561.939     173- 255     5739
2s2_2p2(3Pe)6g_2Fe     -2s2_2p2(3Pe)9p_2Do         2.4897E-05  8.9911E+02   16076.217     178- 255     5838
2s2_2p2(3Pe)6d_2De     -2s2_2p2(3Pe)9p_2Do         3.9389E-03  1.0141E+05   16091.857     180- 255     5878
2s2_2p2(3Pe)7s_2Pe     -2s2_2p2(3Pe)9p_2Do         2.2666E-04  2.6439E+03   18518.100     188- 255     5996
2s2_2p2(3Pe)7d_2Fe     -2s2_2p2(3Pe)9p_2Do         6.6776E-02  6.3353E+05   31364.899     197- 255     6132
2s2_2p2(3Pe)7d_2Pe     -2s2_2p2(3Pe)9p_2Do         1.5010E-04  5.8965E+02   31909.494     199- 255     6161
2s2_2p2(3Pe)7d_2De     -2s2_2p2(3Pe)9p_2Do         1.5010E-02  8.8364E+04   33651.585     203- 255     6224
2s2_2p2(3Pe)7g_2Fe     -2s2_2p2(3Pe)9p_2Do         1.3815E-05  1.1286E+02   33800.585     205- 255     6253
2s2_2p2(1De)4d_2Fe     -2s2_2p2(3Pe)9p_2Do         8.7788E-04  5.0922E+03   40112.577     214- 255     6360
2s2_2p2(3Pe)8s_2Pe     -2s2_2p2(3Pe)9p_2Do         1.1081E-03  2.6292E+03   41058.556     215- 255     6375
2s2_2p2(1De)4d_2De     -2s2_2p2(3Pe)9p_2Do         6.2559E-04  1.9905E+03   45774.226     217- 255     6401
2s2_2p2(1De)4d_2Pe     -2s2_2p2(3Pe)9p_2Do         8.6468E-05  8.7784E+01   62769.468     225- 255     6482
2s2_2p2(3Pe)8d_2Pe     -2s2_2p2(3Pe)9p_2Do         3.2237E-03  1.1179E+03   1.074E+05     233- 255     6560
2s2_2p2(3Pe)8d_2De     -2s2_2p2(3Pe)9p_2Do         1.4708E-01  8.3539E+04   1.083E+05     234- 255     6569
2s2_2p2(3Pe)8d_2Fe     -2s2_2p2(3Pe)9p_2Do         8.9947E-01  6.6915E+05   1.120E+05     236- 255     6589
2s2_2p2(3Pe)8g_2Fe     -2s2_2p2(3Pe)9p_2Do         2.3674E-03  1.5643E+03   1.188E+05     241- 255     6636
2s2_2p2(1Se)3d_2De     -2s2_2p2(3Pe)9p_2Do         1.0578E-01  3.2048E+04   1.483E+05     249- 255     6690
2s2_2p2(3Pe)9s_2Pe     -2s2_2p2(3Pe)9p_2Do         1.8805E+00  1.7892E+05   2.050E+05     251- 255     6706
2s_2p4_4Pe[5/2]        -2s2_2p2(3Pe)9p_4So         8.5114E-06  2.1099E+05     635.310       6- 256      408
2s_2p4_4Pe[3/2]        -2s2_2p2(3Pe)9p_4So         8.5114E-06  1.4037E+05     635.970       7- 256      452
2s_2p4_4Pe[1/2]        -2s2_2p2(3Pe)9p_4So         8.5114E-06  7.0111E+04     636.303       8- 256      490
2s2_2p2(3Pe)3s_4Pe[1/2]-2s2_2p2(3Pe)9p_4So         1.0231E-05  2.8884E+04    1086.894      11- 256      626
2s2_2p2(3Pe)3s_4Pe[3/2]-2s2_2p2(3Pe)9p_4So         1.0231E-05  5.7636E+04    1088.139      12- 256      676
2s2_2p2(3Pe)3s_4Pe[5/2]-2s2_2p2(3Pe)9p_4So         1.0231E-05  8.6155E+04    1090.019      13- 256      723
2s2_2p2(3Pe)3d_4Pe[5/2]-2s2_2p2(3Pe)9p_4So         2.9089E-04  5.8356E+05    2232.551      43- 256     2049
2s2_2p2(3Pe)3d_4Pe[3/2]-2s2_2p2(3Pe)9p_4So         2.9089E-04  3.8777E+05    2236.209      46- 256     2179
2s2_2p2(3Pe)3d_4Pe[1/2]-2s2_2p2(3Pe)9p_4So         2.9089E-04  1.9331E+05    2239.542      47- 256     2216
2s2_2p2(3Pe)4s_4Pe[1/2]-2s2_2p2(3Pe)9p_4So         2.1736E-06  1.0808E+03    2589.017      58- 256     2651
2s2_2p2(3Pe)4s_4Pe[3/2]-2s2_2p2(3Pe)9p_4So         2.1736E-06  2.1499E+03    2596.089      59- 256     2692
2s2_2p2(3Pe)4s_4Pe[5/2]-2s2_2p2(3Pe)9p_4So         2.1736E-06  3.1979E+03    2607.011      60- 256     2727
2s2_2p2(3Pe)4d_4Pe[5/2]-2s2_2p2(3Pe)9p_4So         1.0296E-03  5.0476E+05    4516.342      96- 256     3906
2s2_2p2(3Pe)4d_4Pe[3/2]-2s2_2p2(3Pe)9p_4So         1.0296E-03  3.3537E+05    4523.986      97- 256     3935
2s2_2p2(3Pe)4d_4Pe[1/2]-2s2_2p2(3Pe)9p_4So         1.0296E-03  1.6737E+05    4528.222      98- 256     3962
2s2_2p2(3Pe)5s_4Pe[1/2]-2s2_2p2(3Pe)9p_4So         4.1929E-05  5.3419E+03    5115.006     112- 256     4368
2s2_2p2(3Pe)5s_4Pe[3/2]-2s2_2p2(3Pe)9p_4So         4.1929E-05  1.0570E+04    5142.419     113- 256     4398
2s2_2p2(3Pe)5s_4Pe[5/2]-2s2_2p2(3Pe)9p_4So         4.1929E-05  1.5587E+04    5186.488     114- 256     4425
2s2_2p2(3Pe)5d_4Pe[5/2]-2s2_2p2(3Pe)9p_4So         2.9513E-03  4.1179E+05    8465.710     136- 256     5010
2s2_2p2(3Pe)5d_4Pe[3/2]-2s2_2p2(3Pe)9p_4So         2.9513E-03  2.7283E+05    8492.102     137- 256     5031
2s2_2p2(3Pe)6s_4Pe[1/2]-2s2_2p2(3Pe)9p_4So         2.1268E-04  7.8838E+03    9482.713     153- 256     5408
2s2_2p2(3Pe)6s_4Pe[3/2]-2s2_2p2(3Pe)9p_4So         2.1268E-04  1.5458E+04    9577.190     154- 256     5428
2s2_2p2(3Pe)6s_4Pe[5/2]-2s2_2p2(3Pe)9p_4So         2.1268E-04  2.2441E+04    9735.014     155- 256     5448
2s2_2p2(3Pe)6d_4Pe     -2s2_2p2(3Pe)9p_4So         9.0666E-03  7.7267E+05   15319.310     171- 256     5697
2s2_2p2(3Pe)7s_4Pe     -2s2_2p2(3Pe)9p_4So         9.8221E-04  6.3202E+04   17629.864     187- 256     5979
2s2_2p2(3Pe)7d_4Pe     -2s2_2p2(3Pe)9p_4So         3.4335E-02  7.4878E+05   30283.351     195- 256     6097
2s2_2p2(3Pe)8s_4Pe     -2s2_2p2(3Pe)9p_4So         1.0326E-03  1.5514E+04   36484.762     213- 256     6346
2s2_2p3(5So)3p_4Pe     -2s2_2p2(3Pe)9p_4So         7.3792E-04  8.0659E+03   42775.235     216- 256     6388
2s2_2p2(3Pe)8d_4Pe     -2s2_2p2(3Pe)9p_4So         3.1565E-01  5.5442E+05   1.067E+05     235- 256     6579
2s2_2p2(3Pe)9s_4Pe     -2s2_2p2(3Pe)9p_4So         5.7674E-01  4.1465E+05   1.668E+05     250- 256     6699
2s_2p4_2De[5/2]        -2s2_2p2(3Pe)9p_2Po         6.7388E-07  5.5660E+03     898.647       9- 257      536
2s_2p4_2De[3/2]        -2s2_2p2(3Pe)9p_2Po         6.7388E-07  3.7101E+03     898.712      10- 257      586
2s2_2p2(3Pe)3s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Po         3.7087E-05  6.4407E+04    1131.500      14- 257      770
2s2_2p2(3Pe)3s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Po         3.7087E-05  1.2829E+05    1133.809      15- 257      824
2s_2p4_2Se[1/2]        -2s2_2p2(3Pe)9p_2Po         9.5751E-06  1.4161E+04    1226.146      16- 257      846
2s2_2p2(1De)3s_2De[5/2]-2s2_2p2(3Pe)9p_2Po         2.0133E-04  6.6359E+05    1422.574      21- 257     1091
2s2_2p2(1De)3s_2De[3/2]-2s2_2p2(3Pe)9p_2Po         2.0133E-04  4.4238E+05    1422.595      22- 257     1141
2s_2p4_2Pe[3/2]        -2s2_2p2(3Pe)9p_2Po         1.4530E-04  2.7025E+05    1546.241      30- 257     1519
2s_2p4_2Pe[1/2]        -2s2_2p2(3Pe)9p_2Po         1.4530E-04  1.3442E+05    1550.278      31- 257     1561
2s2_2p2(1Se)3s_2Se[1/2]-2s2_2p2(3Pe)9p_2Po         8.5495E-04  4.1381E+05    2142.610      38- 257     1865
2s2_2p2(3Pe)3d_2Pe[3/2]-2s2_2p2(3Pe)9p_2Po         6.2291E-04  5.3228E+05    2280.512      54- 257     2489
2s2_2p2(3Pe)3d_2Pe[1/2]-2s2_2p2(3Pe)9p_2Po         6.2291E-04  2.6476E+05    2286.461      55- 257     2526
2s2_2p2(3Pe)3d_2De[3/2]-2s2_2p2(3Pe)9p_2Po         5.3389E-04  4.3620E+05    2332.244      56- 257     2571
2s2_2p2(3Pe)3d_2De[5/2]-2s2_2p2(3Pe)9p_2Po         5.3389E-04  6.5272E+05    2335.068      57- 257     2615
2s2_2p2(3Pe)4s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Po         1.1908E-04  3.6122E+04    2706.525      61- 257     2766
2s2_2p2(3Pe)4s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Po         1.1908E-04  7.1514E+04    2720.323      62- 257     2809
2s2_2p2(1De)3d_2De[3/2]-2s2_2p2(3Pe)9p_2Po         2.5228E-06  6.5809E+02    4127.643      83- 257     3524
2s2_2p2(1De)3d_2De[5/2]-2s2_2p2(3Pe)9p_2Po         2.5228E-06  9.8696E+02    4127.998      84- 257     3558
2s2_2p2(1De)3d_2Pe[1/2]-2s2_2p2(3Pe)9p_2Po         2.8836E-04  3.5337E+04    4258.323      85- 257     3589
2s2_2p2(1De)3d_2Pe[3/2]-2s2_2p2(3Pe)9p_2Po         2.8836E-04  7.0660E+04    4258.760      86- 257     3622
2s2_2p2(3Pe)4d_2Pe[3/2]-2s2_2p2(3Pe)9p_2Po         1.4724E-03  3.1959E+05    4525.005      99- 257     3995
2s2_2p2(3Pe)4d_2Pe[1/2]-2s2_2p2(3Pe)9p_2Po         1.4724E-03  1.5823E+05    4547.307     100- 257     4026
2s2_2p2(1De)3d_2Se[1/2]-2s2_2p2(3Pe)9p_2Po         3.5997E-04  3.7494E+04    4618.923     107- 257     4226
2s2_2p2(3Pe)4d_2De[3/2]-2s2_2p2(3Pe)9p_2Po         1.8664E-03  3.8094E+05    4666.379     110- 257     4309
2s2_2p2(3Pe)4d_2De[5/2]-2s2_2p2(3Pe)9p_2Po         1.8664E-03  5.6849E+05    4678.319     111- 257     4341
2s2_2p2(3Pe)5s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Po         4.6371E-05  3.6656E+03    5302.004     115- 257     4457
2s2_2p2(3Pe)5s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Po         4.6371E-05  7.1803E+03    5357.436     116- 257     4493
2s2_2p2(1De)4s_2De[5/2]-2s2_2p2(3Pe)9p_2Po         8.8210E-04  1.9020E+05    5560.440     117- 257     4525
2s2_2p2(1De)4s_2De[3/2]-2s2_2p2(3Pe)9p_2Po         8.8210E-04  1.2679E+05    5560.582     118- 257     4558
2s2_2p2(3Pe)5d_2Pe     -2s2_2p2(3Pe)9p_2Po         4.5333E-03  4.4271E+05    8262.286     133- 257     4935
2s2_2p2(3Pe)5d_2De[5/2]-2s2_2p2(3Pe)9p_2Po         4.6884E-03  4.0725E+05    8760.603     148- 257     5283
2s2_2p2(3Pe)6s_2Pe[1/2]-2s2_2p2(3Pe)9p_2Po         4.6623E-07  1.0713E+01    9834.298     156- 257     5472
2s2_2p2(3Pe)6s_2Pe[3/2]-2s2_2p2(3Pe)9p_2Po         4.6623E-07  2.0602E+01   10028.774     157- 257     5496
2s2_2p2(3Pe)6d_2Pe     -2s2_2p2(3Pe)9p_2Po         1.2341E-02  3.5231E+05   15281.564     172- 257     5716
2s2_2p2(3Pe)6d_2De     -2s2_2p2(3Pe)9p_2Po         1.3600E-02  5.9630E+05   15918.908     180- 257     5879
2s2_2p2(3Pe)7s_2Pe     -2s2_2p2(3Pe)9p_2Po         2.1324E-04  4.2498E+03   18289.438     188- 257     5997
2s2_2p2(3Pe)7d_2Pe     -2s2_2p2(3Pe)9p_2Po         4.5501E-02  3.1088E+05   31236.549     199- 257     6162
2s2_2p2(3Pe)7d_2De     -2s2_2p2(3Pe)9p_2Po         5.2485E-02  5.3863E+05   32904.016     203- 257     6225
2s2_2p2(3Pe)8s_2Pe     -2s2_2p2(3Pe)9p_2Po         5.2888E-03  2.2090E+04   39951.093     215- 257     6376
2s2_2p2(1De)4d_2De     -2s2_2p2(3Pe)9p_2Po         4.7348E-04  2.6684E+03   44402.017     217- 257     6402
2s2_2p2(1De)4d_2Pe     -2s2_2p2(3Pe)9p_2Po         6.5313E-03  1.2008E+04   60217.543     225- 257     6483
2s2_2p2(1De)4d_2Se     -2s2_2p2(3Pe)9p_2Po         1.1787E-03  4.5434E+02   75928.474     229- 257     6525
2s2_2p2(3Pe)8d_2Pe     -2s2_2p2(3Pe)9p_2Po         4.8355E-01  3.2146E+05   1.001E+05     233- 257     6561
2s2_2p2(3Pe)8d_2De     -2s2_2p2(3Pe)9p_2Po         3.6770E-01  4.0086E+05   1.010E+05     234- 257     6570
2s2_2p2(1Se)3d_2De     -2s2_2p2(3Pe)9p_2Po         3.0625E-01  1.8717E+05   1.348E+05     249- 257     6691
2s2_2p2(3Pe)9s_2Pe     -2s2_2p2(3Pe)9p_2Po         9.9732E-01  2.0497E+05   1.801E+05     251- 257     6707
2s2_2p2(3Pe)3p_4Do[1/2]-2s2_2p2(3Pe)9d_4Fe         1.2898E-03  3.0934E+05    1409.462      18- 258      923
2s2_2p2(3Pe)3p_4Do[3/2]-2s2_2p2(3Pe)9d_4Fe         1.2898E-03  6.1770E+05    1410.565      19- 258      983
2s2_2p2(3Pe)3p_4Do[5/2]-2s2_2p2(3Pe)9d_4Fe         1.2898E-03  9.2416E+05    1412.390      20- 258     1041
2s2_2p2(3Pe)3p_4Do[7/2]-2s2_2p2(3Pe)9d_4Fe         1.2898E-03  1.2279E+06    1414.880      23- 258     1186
2s2_2p2(3Pe)4p_4Do[1/2]-2s2_2p2(3Pe)9d_4Fe         5.6363E-04  2.7346E+04    3132.762      65- 258     2871
2s2_2p2(3Pe)4p_4Do[3/2]-2s2_2p2(3Pe)9d_4Fe         5.6363E-04  5.4527E+04    3137.514      66- 258     2922
2s2_2p2(3Pe)4p_4Do[5/2]-2s2_2p2(3Pe)9d_4Fe         5.6363E-04  8.1347E+04    3146.057      67- 258     2973
2s2_2p2(3Pe)4p_4Do[7/2]-2s2_2p2(3Pe)9d_4Fe         5.6363E-04  1.0760E+05    3158.589      68- 258     3016
2s2_2p2(3Pe)4f_4Do     -2s2_2p2(3Pe)9d_4Fe         3.3748E-07  7.9295E+01    4501.804     103- 258     4133
2s2_2p2(3Pe)4f_4Go     -2s2_2p2(3Pe)9d_4Fe         3.8897E-04  1.6355E+05    4514.912     105- 258     4194
2s2_2p2(3Pe)4f_4Fo     -2s2_2p2(3Pe)9d_4Fe         5.2169E-05  1.6765E+04    4554.699     108- 258     4244
2s2_2p2(3Pe)5p_4Do[1/2]-2s2_2p2(3Pe)9d_4Fe         9.6066E-05  1.2869E+03    5962.132     120- 258     4598
