13-Mar-2002 18:22:42              !Date
 1.86802E+00   3.7516E+00
 1.86868E+00   3.9892E+00
 1.86933E+00   4.4034E+00
 1.86999E+00   5.1263E+00
 1.87064E+00   6.2774E+00
 1.87130E+00   7.8918E+00
 1.87261E+00   1.2183E+01
 1.88114E+00   4.4074E+01
 1.88312E+00   4.6191E+01
 1.88575E+00   3.8440E+01
 1.89303E+00   1.0535E+01
 1.89369E+00   8.4170E+00
 1.89435E+00   6.6831E+00
 1.89501E+00   5.4081E+00
 1.89568E+00   4.5708E+00
 1.89634E+00   4.0566E+00
 1.89833E+00   3.2901E+00
 1.90499E+00   1.3772E+00
 1.90632E+00   1.1083E+00
 1.90765E+00   9.6279E-01
 1.91635E+00   6.0046E-01
 1.91971E+00   5.2752E-01
 1.93048E+00   4.2714E-01
 1.94676E+00   3.8409E-01
 2.09885E+00   3.5853E-01
 2.17968E+00   3.5495E-01
 2.18120E+00   3.9159E-01
 2.18197E+00   4.3920E-01
 2.18273E+00   5.1377E-01
 2.18426E+00   7.3391E-01
 2.18732E+00   1.2180E+00
 2.18885E+00   1.2891E+00
 2.19038E+00   1.1615E+00
 2.19345E+00   6.8470E-01
 2.19498E+00   5.0909E-01
 2.19575E+00   4.5816E-01
 2.19729E+00   4.1232E-01
 2.20345E+00   3.8267E-01
 2.23372E+00   3.7813E-01
 2.24469E+00   3.9132E-01
 2.24626E+00   4.2073E-01
 2.24783E+00   4.9168E-01
 2.25098E+00   6.8664E-01
 2.25256E+00   7.2498E-01
 2.25729E+00   6.1839E-01
 2.25887E+00   6.3480E-01
 2.25966E+00   6.8628E-01
 2.26045E+00   8.1588E-01
 2.26124E+00   1.1007E+00
 2.26203E+00   1.6307E+00
 2.26283E+00   2.4688E+00
 2.26362E+00   3.6029E+00
 2.26599E+00   7.5140E+00
 2.26679E+00   8.3140E+00
 2.26758E+00   8.5246E+00
 2.26837E+00   8.0907E+00
 2.26917E+00   7.1096E+00
 2.27155E+00   3.0520E+00
 2.27235E+00   1.9857E+00
 2.27314E+00   1.2384E+00
 2.27394E+00   7.9252E-01
 2.27473E+00   5.6561E-01
 2.27553E+00   4.6494E-01
 2.27632E+00   4.2206E-01
 2.27872E+00   3.8433E-01
 2.28830E+00   3.8460E-01
 2.30437E+00   4.4198E-01
 2.31083E+00   5.1550E-01
 2.31407E+00   6.0539E-01
 2.31569E+00   7.0272E-01
 2.31650E+00   7.9082E-01
 2.31731E+00   9.3634E-01
 2.31812E+00   1.1708E+00
 2.31893E+00   1.5148E+00
 2.32136E+00   2.8783E+00
 2.32218E+00   3.1686E+00
 2.32299E+00   3.2354E+00
 2.32380E+00   3.0599E+00
 2.32543E+00   2.2245E+00
 2.32706E+00   1.3363E+00
 2.32787E+00   1.0130E+00
 2.32869E+00   7.7672E-01
 2.32950E+00   6.0639E-01
 2.33032E+00   4.8359E-01
 2.33113E+00   3.9693E-01
 2.33195E+00   3.4077E-01
 2.33276E+00   3.0861E-01
 2.33440E+00   2.8633E-01
 2.34094E+00   3.0393E-01
 2.35161E+00   3.6025E-01
 2.35573E+00   3.8014E-01
 2.35985E+00   3.8255E-01
 2.36730E+00   4.6380E-01
 2.37061E+00   5.5597E-01
 2.37476E+00   7.6367E-01
 2.37642E+00   8.9605E-01
 2.37726E+00   1.0245E+00
 2.37809E+00   1.2652E+00
 2.37892E+00   1.6984E+00
 2.37975E+00   2.3829E+00
 2.38142E+00   4.2374E+00
 2.38225E+00   4.9728E+00
 2.38309E+00   5.2336E+00
 2.38392E+00   4.9185E+00
 2.38475E+00   4.1359E+00
 2.38642E+00   2.2489E+00
 2.38726E+00   1.6006E+00
 2.38809E+00   1.2489E+00
 2.38893E+00   1.1428E+00
 2.38977E+00   1.2206E+00
 2.39060E+00   1.4550E+00
 2.39144E+00   1.8727E+00
 2.39228E+00   2.5331E+00
 2.39311E+00   3.4841E+00
 2.39563E+00   7.2745E+00
 2.39646E+00   8.2246E+00
 2.39730E+00   8.7435E+00
 2.39814E+00   8.7650E+00
 2.39898E+00   8.2781E+00
 2.39982E+00   7.3228E+00
 2.40234E+00   3.3918E+00
 2.40318E+00   2.4690E+00
 2.40402E+00   1.9115E+00
 2.40486E+00   1.6552E+00
 2.40570E+00   1.5913E+00
 2.40739E+00   1.6576E+00
 2.40823E+00   1.6393E+00
 2.40907E+00   1.5279E+00
 2.41076E+00   1.0767E+00
 2.41160E+00   8.3443E-01
 2.41245E+00   6.4005E-01
 2.41329E+00   5.0638E-01
 2.41414E+00   4.2315E-01
 2.41498E+00   3.7364E-01
 2.41667E+00   3.2648E-01
 2.41836E+00   3.1663E-01
 2.42090E+00   3.5077E-01
 2.42260E+00   3.7634E-01
 2.42429E+00   3.5890E-01
 2.42684E+00   2.8816E-01
 2.42854E+00   2.6940E-01
 2.43024E+00   2.8312E-01
 2.43109E+00   3.1686E-01
 2.43194E+00   4.0090E-01
 2.43279E+00   5.8615E-01
 2.43364E+00   9.3266E-01
 2.43449E+00   1.4598E+00
 2.43535E+00   2.0877E+00
 2.43620E+00   2.6255E+00
 2.43705E+00   2.8536E+00
 2.43790E+00   2.6675E+00
 2.43876E+00   2.1472E+00
 2.43961E+00   1.5076E+00
 2.44046E+00   9.5779E-01
 2.44132E+00   5.9849E-01
 2.44217E+00   4.2172E-01
 2.44303E+00   3.6310E-01
 2.44559E+00   3.6224E-01
 2.44902E+00   2.7251E-01
 2.45159E+00   2.4533E-01
 2.46363E+00   2.3789E-01
 2.46535E+00   2.4788E-01
 2.46880E+00   3.1681E-01
 2.46967E+00   3.1878E-01
 2.47313E+00   2.6150E-01
 2.47746E+00   2.5241E-01
 2.48266E+00   2.6089E-01
 2.48353E+00   2.8218E-01
 2.48440E+00   3.8447E-01
 2.48527E+00   7.7255E-01
 2.48614E+00   1.9490E+00
 2.48701E+00   4.7717E+00
 2.48788E+00   1.0022E+01
 2.48962E+00   2.4943E+01
 2.49049E+00   2.9200E+01
 2.49136E+00   2.8011E+01
 2.49224E+00   2.1996E+01
 2.49311E+00   1.4153E+01
 2.49398E+00   7.4907E+00
 2.49485E+00   3.3058E+00
 2.49573E+00   1.2943E+00
 2.49660E+00   5.3530E-01
 2.49747E+00   3.1271E-01
 2.49835E+00   2.6167E-01
 2.50010E+00   2.5519E-01
 2.50974E+00   2.8545E-01
 2.51237E+00   3.1008E-01
 2.51413E+00   3.5612E-01
 2.51501E+00   4.0760E-01
 2.51589E+00   4.9631E-01
 2.51677E+00   6.3543E-01
 2.51853E+00   1.0207E+00
 2.51941E+00   1.1667E+00
 2.52030E+00   1.1921E+00
 2.52118E+00   1.0759E+00
 2.52294E+00   6.3576E-01
 2.52383E+00   4.5964E-01
 2.52471E+00   3.5351E-01
 2.52559E+00   3.0229E-01
 2.52648E+00   2.8099E-01
 2.53090E+00   2.5609E-01
 2.53622E+00   2.6715E-01
 2.53711E+00   2.8176E-01
 2.53799E+00   3.2802E-01
 2.53888E+00   4.4795E-01
 2.53977E+00   6.9074E-01
 2.54155E+00   1.4508E+00
 2.54244E+00   1.6872E+00
 2.54333E+00   1.6360E+00
 2.54422E+00   1.3340E+00
 2.54511E+00   9.4819E-01
 2.54600E+00   6.3655E-01
 2.54689E+00   4.5624E-01
 2.54778E+00   3.7962E-01
 2.54867E+00   3.5999E-01
 2.54956E+00   3.6691E-01
 2.55046E+00   3.9546E-01
 2.55135E+00   4.7023E-01
 2.55224E+00   6.6149E-01
 2.55314E+00   1.0863E+00
 2.55403E+00   1.8443E+00
 2.55582E+00   3.7663E+00
 2.55671E+00   4.1051E+00
 2.55761E+00   3.6682E+00
 2.55940E+00   1.7746E+00
 2.56029E+00   1.1991E+00
 2.56119E+00   1.1017E+00
 2.56208E+00   1.3849E+00
 2.56298E+00   1.8393E+00
 2.56388E+00   2.1859E+00
 2.56477E+00   2.1928E+00
 2.56567E+00   1.8296E+00
 2.56657E+00   1.2810E+00
 2.56747E+00   7.9145E-01
 2.56837E+00   5.0229E-01
 2.56926E+00   4.1814E-01
 2.57016E+00   4.7275E-01
 2.57106E+00   5.7923E-01
 2.57196E+00   6.5693E-01
 2.57286E+00   6.5463E-01
 2.57376E+00   5.7045E-01
 2.57556E+00   3.3698E-01
 2.57647E+00   2.6562E-01
 2.57737E+00   2.3252E-01
 2.57827E+00   2.2363E-01
 2.58007E+00   2.3516E-01
 2.58188E+00   2.6338E-01
 2.58278E+00   2.8755E-01
 2.58369E+00   3.2695E-01
 2.58459E+00   3.9257E-01
 2.58550E+00   4.9461E-01
 2.58640E+00   6.3596E-01
 2.58821E+00   1.0057E+00
 2.59002E+00   1.3795E+00
 2.59093E+00   1.4536E+00
 2.59184E+00   1.3919E+00
 2.59456E+00   9.3135E-01
 2.59637E+00   6.6965E-01
 2.59819E+00   3.6749E-01
 2.59910E+00   2.7006E-01
 2.60001E+00   2.2026E-01
 2.60092E+00   2.0574E-01
 2.60365E+00   2.3229E-01
 2.60547E+00   2.2295E-01
 2.60821E+00   2.0363E-01
 2.61461E+00   1.9950E-01
 2.62102E+00   2.2080E-01
 2.62194E+00   2.3226E-01
 2.62285E+00   2.5693E-01
 2.62377E+00   3.0343E-01
 2.62561E+00   4.4453E-01
 2.62653E+00   4.8568E-01
 2.62745E+00   4.7288E-01
 2.62928E+00   3.5778E-01
 2.63020E+00   3.2415E-01
 2.63205E+00   3.1626E-01
 2.63297E+00   3.0181E-01
 2.63481E+00   2.4693E-01
 2.63573E+00   2.3306E-01
 2.63665E+00   2.3594E-01
 2.63942E+00   2.8112E-01
 2.64127E+00   2.9838E-01
 2.64220E+00   3.4992E-01
 2.64312E+00   4.9056E-01
 2.64404E+00   7.5859E-01
 2.64497E+00   1.1213E+00
 2.64590E+00   1.4352E+00
 2.64682E+00   1.5209E+00
 2.64775E+00   1.3215E+00
 2.64960E+00   6.1083E-01
 2.65053E+00   3.8839E-01
 2.65146E+00   2.8413E-01
 2.65238E+00   2.4908E-01
 2.65424E+00   2.4508E-01
 2.65703E+00   2.6994E-01
 2.65796E+00   2.8464E-01
 2.65889E+00   3.1330E-01
 2.65982E+00   3.9125E-01
 2.66075E+00   6.0093E-01
 2.66168E+00   1.0678E+00
 2.66261E+00   1.8728E+00
 2.66448E+00   3.9114E+00
 2.66541E+00   4.4947E+00
 2.66634E+00   4.5230E+00
 2.66727E+00   4.0720E+00
 2.67007E+00   1.6355E+00
 2.67101E+00   1.0557E+00
 2.67194E+00   7.4991E-01
 2.67288E+00   6.2467E-01
 2.67381E+00   5.4311E-01
 2.67569E+00   3.2297E-01
 2.67662E+00   2.3671E-01
 2.67756E+00   1.9289E-01
 2.67850E+00   1.8155E-01
 2.68037E+00   2.0182E-01
 2.68506E+00   2.6078E-01
 2.68976E+00   2.9560E-01
 2.69071E+00   3.1208E-01
 2.69165E+00   3.4350E-01
 2.69259E+00   3.9763E-01
 2.69447E+00   5.6218E-01
 2.69542E+00   6.2604E-01
 2.69636E+00   6.3973E-01
 2.69730E+00   5.9839E-01
 2.70014E+00   3.5074E-01
 2.70108E+00   2.9225E-01
 2.70203E+00   2.6252E-01
 2.70297E+00   2.6782E-01
 2.70392E+00   3.2097E-01
 2.70486E+00   4.3976E-01
 2.70676E+00   8.0744E-01
 2.70771E+00   9.1237E-01
 2.70865E+00   8.7911E-01
 2.71055E+00   6.0044E-01
 2.71150E+00   5.5240E-01
 2.71245E+00   6.6210E-01
 2.71340E+00   9.4901E-01
 2.71529E+00   1.7503E+00
 2.71624E+00   1.9183E+00
 2.71720E+00   1.7717E+00
 2.71910E+00   9.7123E-01
 2.72005E+00   6.4805E-01
 2.72100E+00   4.7341E-01
 2.72195E+00   5.0661E-01
 2.72291E+00   1.1264E+00
 2.72386E+00   3.9308E+00
 2.72481E+00   1.3189E+01
 2.72576E+00   3.6521E+01
 2.72672E+00   8.0273E+01
 2.72767E+00   1.3921E+02
 2.72863E+00   1.9009E+02
 2.72958E+00   2.0411E+02
 2.73054E+00   1.7256E+02
 2.73245E+00   6.0155E+01
 2.73341E+00   2.4944E+01
 2.73436E+00   8.2549E+00
 2.73532E+00   2.3217E+00
 2.73628E+00   6.9747E-01
 2.73723E+00   3.4893E-01
 2.73819E+00   3.0305E-01
 2.74011E+00   2.8632E-01
 2.74299E+00   2.4811E-01
 2.74779E+00   2.4915E-01
 2.75164E+00   2.6897E-01
 2.75935E+00   3.7225E-01
 2.76031E+00   4.2450E-01
 2.76128E+00   5.6666E-01
 2.76225E+00   8.5347E-01
 2.76321E+00   1.2966E+00
 2.76515E+00   2.2859E+00
 2.76612E+00   2.5155E+00
 2.76708E+00   2.4331E+00
 2.76805E+00   2.0749E+00
 2.76999E+00   1.0561E+00
 2.77096E+00   6.5271E-01
 2.77193E+00   3.9963E-01
 2.77290E+00   2.7530E-01
 2.77387E+00   2.3215E-01
 2.77484E+00   2.2694E-01
 2.77775E+00   2.4283E-01
 2.78164E+00   2.4372E-01
 2.78359E+00   2.7214E-01
 2.78554E+00   3.5186E-01
 2.78651E+00   3.9665E-01
 2.78846E+00   4.3839E-01
 2.78944E+00   4.8907E-01
 2.79042E+00   6.4908E-01
 2.79139E+00   9.5682E-01
 2.79237E+00   1.3391E+00
 2.79335E+00   1.6140E+00
 2.79432E+00   1.6311E+00
 2.79628E+00   1.2194E+00
 2.79726E+00   1.2037E+00
 2.79922E+00   1.5260E+00
 2.80020E+00   1.4652E+00
 2.80118E+00   1.1736E+00
 2.80216E+00   8.1009E-01
 2.80314E+00   5.4799E-01
 2.80412E+00   4.6159E-01
 2.80510E+00   5.3764E-01
 2.80706E+00   8.9791E-01
 2.80805E+00   1.0127E+00
 2.81001E+00   1.0796E+00
 2.81198E+00   1.2962E+00
 2.81296E+00   1.3451E+00
 2.81493E+00   1.1754E+00
 2.81592E+00   1.1307E+00
 2.81887E+00   1.2736E+00
 2.82282E+00   1.2607E+00
 2.82381E+00   1.3176E+00
 2.82480E+00   1.4555E+00
 2.82677E+00   1.8377E+00
 2.82776E+00   1.9195E+00
 2.82875E+00   1.8727E+00
 2.83172E+00   1.4971E+00
 2.83470E+00   1.3708E+00
 2.84165E+00   1.2861E+00
 2.84264E+00   1.3181E+00
 2.84463E+00   1.5545E+00
 2.84563E+00   1.6941E+00
 2.84662E+00   1.7568E+00
 2.84862E+00   1.6099E+00
 2.85061E+00   1.4135E+00
 2.85460E+00   1.3027E+00
 2.85660E+00   1.3339E+00
 2.85960E+00   1.6433E+00
 2.86060E+00   1.6784E+00
 2.86461E+00   1.3593E+00
 2.86661E+00   1.3272E+00
 2.86862E+00   1.4595E+00
 2.87063E+00   1.6145E+00
 2.87264E+00   1.5172E+00
 2.87465E+00   1.3830E+00
 2.87666E+00   1.4631E+00
 2.87867E+00   1.5979E+00
 2.88170E+00   1.4692E+00
 2.88372E+00   1.5350E+00
 2.88573E+00   1.5940E+00
 2.88876E+00   1.5545E+00
 2.89079E+00   1.6077E+00
 2.89585E+00   1.4660E+00
 3.24005E+00   1.0223E+00
 3.54489E+00   7.8959E-01
 4.00528E+00   5.4378E-01
 4.20930E+00   4.6459E-01

2s4d1De                      !Configuration name
0                            !Type of cross-section
1                            !Number of cross-section points
0.0000E+00

2p3p3Se                      !Configuration name
20                           !Type of cross-section
467                          !Number of cross-section points
 1.00000E+00   2.5878E+00
 1.17997E+00   1.9483E+00
 1.34165E+00   1.6049E+00
 1.46582E+00   1.5194E+00
 1.51166E+00   1.6313E+00
 1.53135E+00   1.8873E+00
 1.54697E+00   2.5524E+00
 1.54805E+00   2.7425E+00
 1.54914E+00   3.2974E+00
 1.55022E+00   4.3000E+00
 1.56658E+00   2.3337E+01
 1.56822E+00   2.3108E+01
 1.58422E+00   3.2265E+00
 1.58477E+00   2.6929E+00
 1.58532E+00   2.2804E+00
 1.58588E+00   2.0016E+00
 1.58643E+00   1.8370E+00
 1.58810E+00   1.6770E+00
 1.60317E+00   1.1398E+00
 1.63032E+00   1.1128E+00
 1.70978E+00   1.2465E+00
 1.75831E+00   1.4423E+00
 1.78809E+00   1.7474E+00
 1.80632E+00   2.1414E+00
 1.81646E+00   2.5275E+00
 1.82538E+00   3.0470E+00
 1.83627E+00   4.2940E+00
 1.84593E+00   7.3395E+00
 1.84723E+00   8.0050E+00
 1.84852E+00   9.4540E+00
 1.84981E+00   1.2093E+01
 1.85955E+00   3.8633E+01
 1.86215E+00   4.0951E+01
 1.87130E+00   3.7885E+01
 1.87392E+00   3.2181E+01
 1.88180E+00   7.4415E+00
 1.88246E+00   5.6899E+00
 1.88312E+00   4.2419E+00
 1.88378E+00   3.1755E+00
 1.88444E+00   2.4804E+00
 1.88509E+00   2.0735E+00
 1.88575E+00   1.8398E+00
 1.88906E+00   1.2416E+00
 1.89303E+00   6.0300E-01
 1.89435E+00   4.3504E-01
 1.89501E+00   3.7601E-01
 1.89634E+00   3.0431E-01
 1.90232E+00   1.4366E-01
 1.90432E+00   9.5498E-02
 1.90565E+00   7.2109E-02
 1.90699E+00   5.9756E-02
 1.91033E+00   4.7653E-02
 1.91501E+00   3.4162E-02
 1.91635E+00   3.2566E-02
 1.91836E+00   3.4720E-02
 1.92778E+00   5.6897E-02
 1.96043E+00   1.6404E-01
 1.99015E+00   2.3596E-01
 2.03521E+00   3.0099E-01
 2.09299E+00   3.4552E-01
 2.14638E+00   3.6576E-01
 2.14788E+00   3.9337E-01
 2.15014E+00   4.9445E-01
 2.15315E+00   6.4838E-01
 2.15466E+00   6.6793E-01
 2.15692E+00   5.9433E-01
 2.15994E+00   4.5883E-01
 2.16221E+00   4.1310E-01
 2.17435E+00   3.9427E-01
 2.21970E+00   3.8470E-01
 2.22281E+00   4.1134E-01
 2.22358E+00   4.3193E-01
 2.22436E+00   4.7279E-01
 2.22514E+00   5.7264E-01
 2.22592E+00   8.2627E-01
 2.22670E+00   1.4089E+00
 2.22748E+00   2.5451E+00
 2.22826E+00   4.4157E+00
 2.22904E+00   7.0393E+00
 2.23138E+00   1.6827E+01
 2.23216E+00   1.9215E+01
 2.23294E+00   2.0318E+01
 2.23372E+00   1.9890E+01
 2.23450E+00   1.8040E+01
 2.23685E+00   8.6862E+00
 2.23763E+00   5.9155E+00
 2.23842E+00   3.8311E+00
 2.23920E+00   2.4748E+00
 2.23998E+00   1.7035E+00
 2.24077E+00   1.3074E+00
 2.24155E+00   1.1015E+00
 2.24312E+00   8.9672E-01
 2.24547E+00   7.6143E-01
 2.25019E+00   6.5618E-01
 2.25887E+00   5.9899E-01
 2.27792E+00   5.9997E-01
 2.29793E+00   6.9105E-01
 2.31083E+00   8.4837E-01
 2.31812E+00   1.0516E+00
 2.32299E+00   1.3194E+00
 2.32624E+00   1.6550E+00
 2.32869E+00   2.1089E+00
 2.33032E+00   2.6361E+00
 2.33113E+00   3.0486E+00
 2.33195E+00   3.6585E+00
 2.33276E+00   4.6245E+00
 2.33358E+00   6.2106E+00
 2.33440E+00   8.7091E+00
 2.33521E+00   1.2259E+01
 2.33685E+00   2.1096E+01
 2.33767E+00   2.4770E+01
 2.33848E+00   2.6832E+01
 2.33930E+00   2.6968E+01
 2.34012E+00   2.5381E+01
 2.34176E+00   1.9122E+01
 2.34422E+00   8.1886E+00
 2.34504E+00   5.3568E+00
 2.34586E+00   3.2776E+00
 2.34668E+00   1.9331E+00
 2.34750E+00   1.1485E+00
 2.34832E+00   7.1718E-01
 2.34914E+00   4.7634E-01
 2.34997E+00   3.3493E-01
 2.35079E+00   2.4636E-01
 2.35161E+00   1.8846E-01
 2.35243E+00   1.4932E-01
 2.35326E+00   1.2279E-01
 2.35408E+00   1.0479E-01
 2.35490E+00   9.2724E-02
 2.35655E+00   7.9890E-02
 2.35903E+00   7.5742E-02
 2.36564E+00   8.3195E-02
 2.36647E+00   8.6924E-02
 2.36730E+00   9.6215E-02
 2.36812E+00   1.1648E-01
 2.36895E+00   1.5629E-01
 2.36978E+00   2.2855E-01
 2.37061E+00   3.4652E-01
 2.37144E+00   5.1409E-01
 2.37310E+00   9.0097E-01
 2.37393E+00   1.0276E+00
 2.37476E+00   1.0604E+00
 2.37559E+00   1.0045E+00
 2.37726E+00   7.8498E-01
 2.37809E+00   7.0198E-01
 2.37892E+00   6.6131E-01
 2.37975E+00   6.6452E-01
 2.38059E+00   7.1358E-01
 2.38142E+00   8.2156E-01
 2.38225E+00   1.0119E+00
 2.38309E+00   1.3086E+00
 2.38392E+00   1.7178E+00
 2.38642E+00   3.2671E+00
 2.38726E+00   3.6443E+00
 2.38809E+00   3.7784E+00
 2.38893E+00   3.5895E+00
 2.38977E+00   3.0827E+00
 2.39144E+00   1.6538E+00
 2.39228E+00   1.0633E+00
 2.39311E+00   6.6871E-01
 2.39395E+00   4.4578E-01
 2.39479E+00   3.3601E-01
 2.39563E+00   2.8530E-01
 2.39646E+00   2.6203E-01
 2.39898E+00   2.4124E-01
 2.42090E+00   2.7563E-01
 2.44816E+00   3.2383E-01
 2.44902E+00   3.3335E-01
 2.44987E+00   3.8402E-01
 2.45073E+00   5.8542E-01
 2.45159E+00   1.2138E+00
 2.45245E+00   2.7578E+00
 2.45330E+00   5.6980E+00
 2.45502E+00   1.4452E+01
 2.45588E+00   1.7232E+01
 2.45674E+00   1.6900E+01
 2.45760E+00   1.3632E+01
 2.45846E+00   9.0799E+00
 2.45932E+00   5.0553E+00
 2.46018E+00   2.4397E+00
 2.46104E+00   1.1400E+00
 2.46190E+00   6.3270E-01
 2.46276E+00   4.7874E-01
 2.46363E+00   4.4296E-01
 2.46794E+00   4.6277E-01
 2.47313E+00   5.4464E-01
 2.47572E+00   6.3861E-01
 2.47746E+00   7.6252E-01
 2.47832E+00   8.7229E-01
 2.47919E+00   1.0551E+00
 2.48006E+00   1.3818E+00
 2.48093E+00   1.9697E+00
 2.48179E+00   2.9646E+00
 2.48266E+00   4.4481E+00
 2.48440E+00   8.0427E+00
 2.48527E+00   9.0294E+00
 2.48614E+00   8.7519E+00
 2.48701E+00   7.2564E+00
 2.48875E+00   3.2495E+00
 2.48962E+00   1.9552E+00
 2.49049E+00   1.3192E+00
 2.49136E+00   1.1130E+00
 2.49311E+00   1.0074E+00
 2.49398E+00   8.6827E-01
 2.49573E+00   5.3811E-01
 2.49660E+00   4.3972E-01
 2.49747E+00   3.9076E-01
 2.49922E+00   3.6529E-01
 2.50798E+00   4.0255E-01
 2.51677E+00   4.8900E-01
 2.52206E+00   5.9323E-01
 2.52559E+00   7.2284E-01
 2.52825E+00   9.1194E-01
 2.52913E+00   1.0157E+00
 2.53001E+00   1.1618E+00
 2.53090E+00   1.3955E+00
 2.53179E+00   1.8218E+00
 2.53267E+00   2.6908E+00
 2.53356E+00   4.4586E+00
 2.53444E+00   7.6967E+00
 2.53533E+00   1.2599E+01
 2.53622E+00   1.8313E+01
 2.53711E+00   2.2780E+01
 2.53799E+00   2.3776E+01
 2.53888E+00   2.0644E+01
 2.54066E+00   8.8637E+00
 2.54155E+00   4.4426E+00
 2.54244E+00   1.9191E+00
 2.54333E+00   7.6624E-01
 2.54422E+00   3.2103E-01
 2.54511E+00   1.6805E-01
 2.54600E+00   1.1731E-01
 2.54689E+00   1.0233E-01
 2.54778E+00   1.0103E-01
 2.54956E+00   1.1384E-01
 2.55224E+00   1.5111E-01
 2.55314E+00   1.6933E-01
 2.55403E+00   1.9583E-01
 2.55492E+00   2.4459E-01
 2.55582E+00   3.5594E-01
 2.55671E+00   6.1752E-01
 2.55761E+00   1.1611E+00
 2.55850E+00   2.0660E+00
 2.55940E+00   3.1940E+00
 2.56029E+00   4.1228E+00
 2.56119E+00   4.3730E+00
 2.56208E+00   3.8075E+00
 2.56388E+00   1.6733E+00
 2.56477E+00   9.1638E-01
 2.56567E+00   5.0347E-01
 2.56657E+00   3.2253E-01
 2.56747E+00   2.5470E-01
 2.56837E+00   2.3167E-01
 2.57106E+00   2.2301E-01
 2.58007E+00   2.5913E-01
 2.58550E+00   3.0368E-01
 2.58731E+00   3.3675E-01
 2.58821E+00   3.7195E-01
 2.58912E+00   4.4285E-01
 2.59002E+00   5.8144E-01
 2.59093E+00   8.0791E-01
 2.59184E+00   1.0842E+00
 2.59274E+00   1.2910E+00
 2.59365E+00   1.2950E+00
 2.59456E+00   1.0720E+00
 2.59547E+00   7.3736E-01
 2.59637E+00   4.4557E-01
 2.59728E+00   2.7405E-01
 2.59819E+00   2.0739E-01
 2.59910E+00   1.9729E-01
 2.60456E+00   2.7104E-01
 2.60547E+00   2.9089E-01
 2.60639E+00   3.3277E-01
 2.60730E+00   4.4243E-01
 2.60821E+00   7.1418E-01
 2.60912E+00   1.2603E+00
 2.61095E+00   2.9522E+00
 2.61186E+00   3.4108E+00
 2.61278E+00   3.1804E+00
 2.61369E+00   2.4004E+00
 2.61461E+00   1.5071E+00
 2.61552E+00   8.4999E-01
 2.61644E+00   5.0351E-01
 2.61735E+00   3.7192E-01
 2.61827E+00   3.4315E-01
 2.61918E+00   3.6144E-01
 2.62010E+00   4.1973E-01
 2.62102E+00   5.3548E-01
 2.62285E+00   9.0264E-01
 2.62377E+00   1.0161E+00
 2.62469E+00   9.8134E-01
 2.62653E+00   6.2763E-01
 2.62745E+00   4.8791E-01
 2.62836E+00   4.2509E-01
 2.62928E+00   4.1830E-01
 2.63020E+00   4.4206E-01
 2.63112E+00   4.8784E-01
 2.63205E+00   5.8682E-01
 2.63297E+00   8.5444E-01
 2.63389E+00   1.6600E+00
 2.63481E+00   3.7637E+00
 2.63573E+00   8.1023E+00
 2.63758E+00   2.1516E+01
 2.63850E+00   2.4956E+01
 2.63942E+00   2.2777E+01
 2.64035E+00   1.6349E+01
 2.64127E+00   9.2606E+00
 2.64220E+00   4.2498E+00
 2.64312E+00   1.8788E+00
 2.64404E+00   1.3953E+00
 2.64497E+00   1.9491E+00
 2.64590E+00   2.8513E+00
 2.64682E+00   3.4925E+00
 2.64775E+00   3.4916E+00
 2.64867E+00   2.9148E+00
 2.64960E+00   2.1779E+00
 2.65053E+00   1.6277E+00
 2.65146E+00   1.3254E+00
 2.65331E+00   1.0425E+00
 2.65610E+00   7.2282E-01
 2.65796E+00   5.7204E-01
 2.65889E+00   5.3708E-01
 2.65982E+00   5.7131E-01
 2.66075E+00   7.2412E-01
 2.66168E+00   1.0128E+00
 2.66261E+00   1.3592E+00
 2.66354E+00   1.5977E+00
 2.66448E+00   1.5923E+00
 2.66541E+00   1.3517E+00
 2.66634E+00   1.0164E+00
 2.66727E+00   7.2947E-01
 2.66821E+00   5.4767E-01
 2.66914E+00   4.5497E-01
 2.67007E+00   4.1352E-01
 2.67194E+00   3.9518E-01
 2.67288E+00   4.0568E-01
 2.67381E+00   4.3580E-01
 2.67475E+00   5.0910E-01
 2.67569E+00   6.8779E-01
 2.67662E+00   1.0982E+00
 2.67756E+00   1.8987E+00
 2.67850E+00   3.1335E+00
 2.67943E+00   4.5143E+00
 2.68037E+00   5.4262E+00
 2.68131E+00   5.3420E+00
 2.68225E+00   4.2784E+00
 2.68319E+00   2.8025E+00
 2.68412E+00   1.5350E+00
 2.68506E+00   7.4971E-01
 2.68600E+00   3.8797E-01
 2.68694E+00   2.7127E-01
 2.68788E+00   2.6659E-01
 2.68882E+00   3.1039E-01
 2.68976E+00   3.8551E-01
 2.69071E+00   4.9564E-01
 2.69165E+00   6.5772E-01
 2.69259E+00   9.0244E-01
 2.69353E+00   1.2798E+00
 2.69447E+00   1.8561E+00
 2.69542E+00   2.6979E+00
 2.69636E+00   3.8146E+00
 2.69825E+00   6.2499E+00
 2.69919E+00   6.9458E+00
 2.70014E+00   6.9423E+00
 2.70108E+00   6.2544E+00
 2.70392E+00   2.9073E+00
 2.70486E+00   2.1213E+00
 2.70581E+00   1.5712E+00
 2.70676E+00   1.1995E+00
 2.70771E+00   9.4648E-01
 2.70865E+00   7.7025E-01
 2.70960E+00   6.4365E-01
