
******************************************************************************

       Photoionization cross-sections for S III

>> Verner high energy tail included for gnd level
>> Opacity project data smoothed by phot_smooth.f
>>   Smoothed with a gausian of width 3000 km/sec

          Types of cross sections included:
         -----------------------------------

          20 - Opacity Project: smoothed [number of data pairs]         

          21 - Opacity Project: scaled, smoothed [number of data pairs] 

******************************************************************************

08-Jul-1999                             !Date
2.0278D+00 1.031D+00
2.1527D+00 8.616D-01
2.2852D+00 7.202D-01
2.4259D+00 6.020D-01
2.5752D+00 5.032D-01
2.7338D+00 4.206D-01
2.9021D+00 3.517D-01
3.0807D+00 2.939D-01
3.2704D+00 2.457D-01
3.4717D+00 2.054D-01
3.6854D+00 1.717D-01
3.9123D+00 1.435D-01
4.1532D+00 1.200D-01
4.4089D+00 1.003D-01
4.6803D+00 8.383D-02
4.9684D+00 7.007D-02
5.2743D+00 5.857D-02
5.5990D+00 4.896D-02
5.9437D+00 4.093D-02
6.3096D+00 3.421D-02
6.6981D+00 2.860D-02
7.1104D+00 2.391D-02
7.5482D+00 1.998D-02
8.0129D+00 1.671D-02
8.5062D+00 1.396D-02
9.0299D+00 1.167D-02
9.3037D+00 1.067D-02
3s3p31Po                                !Configuration name
20                                      !Type of cross-section
131                                     !Number of cross-section points
1.0000D+00 5.439D+01
1.0050D+00 5.292D+01
1.0151D+00 4.495D+01
1.0201D+00 4.177D+01
1.0252D+00 4.024D+01
1.0303D+00 4.052D+01
1.0355D+00 4.241D+01
1.0510D+00 5.773D+01
1.0563D+00 6.133D+01
1.0616D+00 5.967D+01
1.0776D+00 3.245D+01
1.0883D+00 1.880D+01
1.0938D+00 1.535D+01
1.1102D+00 9.615D+00
1.1158D+00 7.906D+00
1.1269D+00 4.884D+00
1.1326D+00 4.493D+00
1.1382D+00 6.041D+00
1.1439D+00 1.053D+01
1.1611D+00 4.673D+01
1.1727D+00 7.040D+01
1.1844D+00 8.533D+01
1.1904D+00 8.402D+01
1.1963D+00 7.070D+01
1.2023D+00 4.934D+01
1.2143D+00 1.305D+01
1.2204D+00 5.339D+00
1.2265D+00 2.178D+00
1.2326D+00 1.415D+00
1.2387D+00 1.419D+00
1.2449D+00 1.589D+00
1.2511D+00 1.691D+00
1.2574D+00 1.676D+00
1.2637D+00 1.609D+00
1.2699D+00 1.562D+00
1.2763D+00 1.596D+00
1.2827D+00 1.776D+00
1.2955D+00 2.440D+00
1.3020D+00 2.645D+00
1.3085D+00 2.571D+00
1.3150D+00 2.308D+00
1.3215D+00 2.105D+00
1.3282D+00 2.266D+00
1.3348D+00 3.089D+00
1.3481D+00 6.121D+00
1.3549D+00 7.187D+00
1.3616D+00 7.336D+00
1.3684D+00 7.022D+00
1.3752D+00 6.875D+00
1.3821D+00 6.977D+00
1.3890D+00 6.819D+00
1.3960D+00 6.029D+00
1.4029D+00 4.792D+00
1.4099D+00 3.687D+00
1.4169D+00 3.289D+00
1.4240D+00 4.001D+00
1.4311D+00 6.486D+00
1.4454D+00 1.607D+01
1.4527D+00 2.005D+01
1.4599D+00 2.085D+01
1.4672D+00 1.895D+01
1.4745D+00 1.582D+01
1.5042D+00 4.806D+00
1.5117D+00 3.064D+00
1.5192D+00 2.035D+00
1.5268D+00 1.595D+00
1.5344D+00 1.598D+00
1.5653D+00 2.572D+00
1.5731D+00 2.831D+00
1.5810D+00 2.814D+00
1.5968D+00 2.084D+00
1.6048D+00 1.764D+00
1.6128D+00 1.672D+00
1.6208D+00 1.804D+00
1.6289D+00 2.165D+00
1.6452D+00 3.374D+00
1.6534D+00 3.900D+00
1.6617D+00 4.049D+00
1.6700D+00 3.757D+00
1.6867D+00 2.293D+00
1.6951D+00 1.590D+00
1.7036D+00 1.120D+00
1.7120D+00 9.508D-01
1.7206D+00 1.027D+00
1.7378D+00 1.675D+00
1.7465D+00 1.998D+00
1.7552D+00 2.124D+00
1.7640D+00 1.975D+00
1.7728D+00 1.664D+00
1.7816D+00 1.387D+00
1.7905D+00 1.274D+00
1.7994D+00 1.328D+00
1.8084D+00 1.413D+00
1.8174D+00 1.412D+00
1.8356D+00 1.221D+00
1.8448D+00 1.155D+00
1.8819D+00 1.069D+00
1.8913D+00 1.051D+00
1.9198D+00 9.342D-01
1.9390D+00 8.622D-01
1.9584D+00 8.152D-01
1.9681D+00 7.913D-01
2.0278D+00 6.719D-01
2.0893D+00 5.933D-01
2.1960D+00 5.211D-01
2.2852D+00 4.694D-01
2.4259D+00 3.925D-01
2.5752D+00 3.281D-01
2.7338D+00 2.742D-01
2.9021D+00 2.292D-01
3.0807D+00 1.916D-01
3.2704D+00 1.602D-01
3.4717D+00 1.339D-01
3.6854D+00 1.120D-01
3.9123D+00 9.356D-02
4.1532D+00 7.821D-02
4.4089D+00 6.538D-02
4.6803D+00 5.465D-02
4.9684D+00 4.568D-02
5.2743D+00 3.818D-02
5.5990D+00 3.192D-02
5.9437D+00 2.668D-02
6.3096D+00 2.231D-02
6.6981D+00 1.864D-02
7.1104D+00 1.559D-02
7.5482D+00 1.303D-02
8.0129D+00 1.089D-02
8.5062D+00 9.104D-03
9.0299D+00 7.609D-03
9.5858D+00 6.361D-03
1.0075D+01 5.478D-03
3s3p33So                                !Configuration name
20                                      !Type of cross-section
112                                     !Number of cross-section points
1.0000D+00 2.767D+00
1.0050D+00 4.453D+00
1.0100D+00 1.186D+01
1.0151D+00 3.036D+01
1.0303D+00 1.848D+02
1.0355D+00 2.196D+02
1.0406D+00 2.079D+02
1.0510D+00 1.043D+02
1.0563D+00 6.321D+01
1.0616D+00 5.162D+01
1.0669D+00 6.976D+01
1.0776D+00 1.648D+02
1.0829D+00 1.920D+02
1.0883D+00 1.793D+02
1.0992D+00 7.678D+01
1.1047D+00 3.608D+01
1.1102D+00 1.327D+01
1.1158D+00 4.314D+00
1.1213D+00 1.692D+00
1.1269D+00 2.363D+00
1.1326D+00 5.105D+00
1.1553D+00 3.375D+01
1.1611D+00 3.994D+01
1.1669D+00 4.084D+01
1.1727D+00 3.535D+01
1.1786D+00 2.662D+01
1.1904D+00 1.163D+01
1.1963D+00 7.065D+00
1.2023D+00 3.855D+00
1.2083D+00 1.869D+00
1.2143D+00 7.615D-01
1.2326D+00 7.563D-02
1.2511D+00 9.063D-01
1.2637D+00 2.813D+00
1.2699D+00 3.395D+00
1.2763D+00 3.241D+00
1.2891D+00 1.452D+00
1.2955D+00 7.163D-01
1.3150D+00 1.383D-01
1.3215D+00 1.666D-01
1.3282D+00 1.903D-01
1.3481D+00 1.317D-01
1.3549D+00 1.206D-01
1.3684D+00 1.424D-01
1.3752D+00 1.481D-01
1.3890D+00 1.398D-01
1.4169D+00 6.973D-01
1.4240D+00 1.948D+00
1.4311D+00 5.179D+00
1.4527D+00 2.967D+01
1.4599D+00 3.454D+01
1.4672D+00 3.291D+01
1.4819D+00 1.688D+01
1.4893D+00 9.729D+00
1.4967D+00 5.095D+00
1.5042D+00 2.736D+00
1.5117D+00 1.597D+00
1.5192D+00 1.101D+00
1.5268D+00 8.492D-01
1.5968D+00 2.830D-01
1.6208D+00 8.478D-01
1.6289D+00 1.892D+00
1.6452D+00 5.758D+00
1.6534D+00 7.265D+00
1.6617D+00 7.245D+00
1.6783D+00 3.785D+00
1.6867D+00 2.012D+00
1.6951D+00 9.383D-01
1.7120D+00 2.669D-01
1.7292D+00 6.883D-01
1.7465D+00 2.009D+00
1.7552D+00 2.505D+00
1.7640D+00 2.466D+00
1.7816D+00 1.361D+00
1.7994D+00 9.763D-01
1.8084D+00 1.176D+00
1.8174D+00 1.337D+00
1.8356D+00 1.199D+00
1.8633D+00 9.956D-01
1.8726D+00 9.645D-01
1.9008D+00 9.330D-01
1.9293D+00 8.158D-01
1.9780D+00 6.544D-01
1.9878D+00 6.327D-01
2.1102D+00 4.663D-01
2.1960D+00 4.284D-01
2.3081D+00 3.807D-01
2.4501D+00 3.182D-01
2.6010D+00 2.660D-01
2.7611D+00 2.224D-01
2.9311D+00 1.859D-01
3.1115D+00 1.554D-01
3.3031D+00 1.299D-01
3.5065D+00 1.086D-01
3.7223D+00 9.076D-02
3.9515D+00 7.587D-02
4.1948D+00 6.342D-02
4.4530D+00 5.301D-02
4.7271D+00 4.431D-02
5.0182D+00 3.704D-02
5.3271D+00 3.096D-02
5.6551D+00 2.588D-02
6.0032D+00 2.164D-02
6.3728D+00 1.809D-02
6.7651D+00 1.512D-02
7.1816D+00 1.264D-02
7.6237D+00 1.056D-02
8.0931D+00 8.830D-03
8.5913D+00 7.382D-03
9.1202D+00 6.171D-03
9.6817D+00 5.158D-03
1.0176D+01 4.441D-03
3s23p4s3Po                              !Configuration name
20                                      !Type of cross-section
151                                     !Number of cross-section points
1.0000D+00 1.031D+01
1.0050D+00 1.176D+01
1.0100D+00 1.753D+01
1.0151D+00 3.022D+01
1.0303D+00 1.178D+02
1.0355D+00 1.371D+02
1.0406D+00 1.316D+02
1.0510D+00 7.363D+01
1.0563D+00 4.654D+01
1.0616D+00 3.020D+01
1.0669D+00 2.184D+01
1.0722D+00 1.849D+01
1.0776D+00 1.710D+01
1.0829D+00 1.624D+01
1.0938D+00 1.379D+01
1.1047D+00 1.142D+01
1.1102D+00 1.082D+01
1.1158D+00 1.061D+01
1.1213D+00 1.072D+01
1.1269D+00 1.133D+01
1.1326D+00 1.278D+01
1.1382D+00 1.592D+01
1.1439D+00 2.210D+01
1.1496D+00 3.490D+01
1.1553D+00 5.869D+01
1.1669D+00 1.442D+02
1.1727D+00 1.832D+02
1.1786D+00 1.985D+02
1.1844D+00 1.821D+02
1.1963D+00 1.017D+02
1.2023D+00 6.317D+01
1.2083D+00 3.559D+01
1.2143D+00 1.827D+01
1.2204D+00 9.616D+00
1.2265D+00 5.673D+00
1.2326D+00 4.193D+00
1.2387D+00 3.586D+00
1.2449D+00 3.321D+00
1.2511D+00 3.211D+00
1.2574D+00 3.238D+00
1.2699D+00 3.536D+00
1.2763D+00 3.588D+00
1.2827D+00 3.445D+00
1.2955D+00 2.868D+00
1.3085D+00 2.467D+00
1.3150D+00 2.357D+00
1.3215D+00 2.285D+00
1.3348D+00 2.192D+00
1.3414D+00 2.129D+00
1.3549D+00 1.910D+00
1.3616D+00 1.819D+00
1.3684D+00 1.805D+00
1.3752D+00 1.888D+00
1.3821D+00 2.023D+00
1.3960D+00 2.247D+00
1.4029D+00 2.300D+00
1.4169D+00 2.353D+00
1.4240D+00 2.381D+00
1.4311D+00 2.390D+00
1.4383D+00 2.331D+00
1.4527D+00 1.909D+00
1.4599D+00 1.677D+00
1.4672D+00 1.554D+00
1.4745D+00 1.563D+00
1.4819D+00 1.623D+00
1.4893D+00 1.642D+00
1.4967D+00 1.591D+00
1.5042D+00 1.499D+00
1.5117D+00 1.412D+00
1.5192D+00 1.359D+00
1.5268D+00 1.334D+00
1.5344D+00 1.342D+00
1.5421D+00 1.397D+00
1.5498D+00 1.534D+00
1.5653D+00 2.025D+00
1.5731D+00 2.209D+00
1.5810D+00 2.214D+00
1.5889D+00 2.089D+00
1.5968D+00 1.988D+00
1.6048D+00 2.080D+00
1.6128D+00 2.482D+00
1.6208D+00 3.091D+00
1.6289D+00 3.614D+00
1.6370D+00 3.738D+00
1.6452D+00 3.321D+00
1.6534D+00 2.596D+00
1.6700D+00 1.349D+00
1.6783D+00 1.054D+00
1.6867D+00 9.032D-01
1.6951D+00 8.391D-01
1.7036D+00 8.126D-01
1.7120D+00 8.055D-01
1.7206D+00 8.068D-01
1.7292D+00 8.141D-01
1.7465D+00 8.441D-01
1.7640D+00 8.702D-01
1.7728D+00 8.845D-01
1.7816D+00 9.284D-01
1.7905D+00 1.027D+00
1.8084D+00 1.398D+00
1.8174D+00 1.552D+00
1.8265D+00 1.571D+00
1.8356D+00 1.414D+00
1.8448D+00 1.161D+00
1.8540D+00 9.243D-01
1.8633D+00 7.670D-01
1.8726D+00 6.997D-01
1.8819D+00 6.916D-01
1.8913D+00 7.338D-01
1.9102D+00 9.213D-01
1.9198D+00 9.979D-01
1.9293D+00 9.967D-01
1.9486D+00 8.229D-01
1.9584D+00 7.582D-01
1.9681D+00 7.499D-01
1.9780D+00 7.685D-01
1.9878D+00 7.787D-01
1.9978D+00 7.693D-01
2.0077D+00 7.526D-01
2.0178D+00 7.422D-01
2.0278D+00 7.370D-01
2.0686D+00 6.901D-01
2.1960D+00 5.876D-01
2.3311D+00 5.264D-01
2.3545D+00 5.192D-01
2.4747D+00 4.682D-01
2.6270D+00 3.914D-01
2.7887D+00 3.272D-01
2.9604D+00 2.735D-01
3.1427D+00 2.287D-01
3.3362D+00 1.911D-01
3.5415D+00 1.597D-01
3.7596D+00 1.336D-01
3.9910D+00 1.116D-01
4.2367D+00 9.332D-02
4.4976D+00 7.801D-02
4.7744D+00 6.521D-02
5.0684D+00 5.451D-02
5.3804D+00 4.556D-02
5.7116D+00 3.809D-02
6.0633D+00 3.184D-02
6.4366D+00 2.661D-02
6.8328D+00 2.225D-02
7.2535D+00 1.860D-02
7.7000D+00 1.555D-02
8.1741D+00 1.299D-02
8.6773D+00 1.086D-02
9.2115D+00 9.080D-03
9.7786D+00 7.590D-03
1.0381D+01 6.344D-03
1.0695D+01 5.798D-03
3s23p3d3Po                              !Configuration name
20                                      !Type of cross-section
147                                     !Number of cross-section points
1.0000D+00 4.842D+00
1.0050D+00 5.936D+00
1.0100D+00 9.627D+00
1.0151D+00 1.663D+01
1.0303D+00 5.818D+01
1.0355D+00 6.759D+01
1.0406D+00 6.578D+01
1.0510D+00 3.896D+01
1.0563D+00 2.577D+01
1.0616D+00 1.825D+01
1.0669D+00 1.618D+01
1.0722D+00 1.942D+01
1.0829D+00 3.400D+01
1.0883D+00 3.784D+01
1.0938D+00 3.492D+01
1.1047D+00 1.872D+01
1.1102D+00 1.234D+01
1.1158D+00 8.925D+00
1.1213D+00 7.376D+00
1.1269D+00 6.943D+00
1.1326D+00 7.194D+00
1.1382D+00 8.295D+00
1.1439D+00 1.050D+01
1.1496D+00 1.437D+01
1.1553D+00 2.089D+01
1.1727D+00 6.827D+01
1.1786D+00 8.641D+01
1.1844D+00 9.764D+01
1.1904D+00 1.006D+02
1.1963D+00 9.421D+01
1.2143D+00 3.932D+01
1.2204D+00 2.352D+01
1.2265D+00 1.351D+01
1.2326D+00 8.533D+00
1.2387D+00 6.131D+00
1.2449D+00 5.019D+00
1.2511D+00 4.379D+00
1.2574D+00 4.029D+00
1.2637D+00 3.925D+00
1.2699D+00 4.153D+00
1.2827D+00 5.272D+00
1.2891D+00 5.634D+00
1.2955D+00 5.501D+00
1.3085D+00 4.216D+00
1.3215D+00 3.080D+00
1.3282D+00 2.804D+00
1.3348D+00 2.704D+00
1.3414D+00 2.722D+00
1.3481D+00 2.786D+00
1.3549D+00 2.793D+00
1.3616D+00 2.665D+00
1.3684D+00 2.443D+00
1.3752D+00 2.254D+00
1.3821D+00 2.209D+00
1.3890D+00 2.332D+00
1.3960D+00 2.529D+00
1.4029D+00 2.701D+00
1.4099D+00 2.799D+00
1.4169D+00 2.803D+00
1.4240D+00 2.737D+00
1.4454D+00 2.363D+00
1.4599D+00 1.925D+00
1.4672D+00 1.697D+00
1.4745D+00 1.557D+00
1.4819D+00 1.518D+00
1.4967D+00 1.607D+00
1.5042D+00 1.642D+00
1.5117D+00 1.652D+00
1.5192D+00 1.644D+00
1.5421D+00 1.582D+00
1.5498D+00 1.572D+00
1.5575D+00 1.608D+00
1.5653D+00 1.760D+00
1.5810D+00 2.505D+00
1.5889D+00 2.883D+00
1.5968D+00 2.980D+00
1.6048D+00 2.769D+00
1.6128D+00 2.391D+00
1.6208D+00 2.089D+00
1.6289D+00 2.051D+00
1.6370D+00 2.299D+00
1.6452D+00 2.721D+00
1.6534D+00 3.051D+00
1.6617D+00 3.025D+00
1.6783D+00 2.061D+00
1.6867D+00 1.547D+00
1.6951D+00 1.227D+00
1.7036D+00 1.070D+00
1.7120D+00 1.016D+00
1.7292D+00 9.837D-01
1.7465D+00 9.478D-01
1.7640D+00 9.198D-01
1.7816D+00 8.904D-01
1.7905D+00 8.799D-01
1.7994D+00 8.950D-01
1.8084D+00 9.522D-01
1.8265D+00 1.193D+00
1.8356D+00 1.327D+00
1.8448D+00 1.414D+00
1.8540D+00 1.399D+00
1.8633D+00 1.275D+00
1.8726D+00 1.085D+00
1.8819D+00 9.047D-01
1.8913D+00 7.853D-01
1.9008D+00 7.249D-01
1.9102D+00 7.132D-01
1.9198D+00 7.369D-01
1.9390D+00 8.725D-01
1.9486D+00 9.328D-01
1.9584D+00 9.406D-01
1.9780D+00 8.041D-01
1.9878D+00 7.430D-01
1.9978D+00 7.219D-01
2.0077D+00 7.289D-01
2.0178D+00 7.352D-01
2.0278D+00 7.259D-01
2.0380D+00 7.082D-01
2.0686D+00 6.737D-01
2.0893D+00 6.507D-01
2.2179D+00 5.484D-01
2.3545D+00 4.829D-01
2.4018D+00 4.684D-01
2.5244D+00 4.200D-01
2.6799D+00 3.512D-01
2.8448D+00 2.936D-01
3.0200D+00 2.454D-01
3.2059D+00 2.051D-01
3.4033D+00 1.714D-01
3.6128D+00 1.433D-01
3.8352D+00 1.198D-01
4.0713D+00 1.001D-01
4.3219D+00 8.372D-02
4.5880D+00 6.998D-02
4.8705D+00 5.849D-02
5.1703D+00 4.890D-02
5.4886D+00 4.087D-02
5.8265D+00 3.417D-02
6.1852D+00 2.856D-02
6.5660D+00 2.387D-02
6.9703D+00 1.996D-02
7.3994D+00 1.668D-02
7.8549D+00 1.395D-02
8.3385D+00 1.166D-02
8.8518D+00 9.743D-03
9.3968D+00 8.145D-03
9.9753D+00 6.809D-03
1.0589D+01 5.690D-03
3s23p4s1Po                              !Configuration name
20                                      !Type of cross-section
99                                      !Number of cross-section points
1.0000D+00 5.991D+00
1.0050D+00 6.664D+00
1.0100D+00 8.331D+00
1.0151D+00 1.164D+01
1.0303D+00 3.618D+01
1.0406D+00 5.362D+01
1.0563D+00 8.986D+01
1.0616D+00 9.812D+01
1.0669D+00 9.598D+01
1.0776D+00 6.297D+01
1.0883D+00 2.866D+01
1.0938D+00 1.868D+01
1.0992D+00 1.251D+01
1.1047D+00 9.164D+00
1.1102D+00 7.452D+00
1.1158D+00 6.981D+00
1.1213D+00 7.401D+00
1.1326D+00 1.053D+01
1.1611D+00 2.501D+01
1.1727D+00 3.606D+01
1.1786D+00 4.673D+01
1.1963D+00 1.338D+02
1.2023D+00 1.549D+02
1.2083D+00 1.455D+02
1.2204D+00 7.038D+01
1.2265D+00 3.963D+01
1.2326D+00 2.586D+01
1.2387D+00 2.394D+01
1.2449D+00 2.766D+01
1.2511D+00 3.071D+01
1.2574D+00 2.946D+01
1.2699D+00 1.687D+01
1.2827D+00 5.685D+00
1.3020D+00 1.389D+00
1.3150D+00 1.828D+00
1.3215D+00 2.019D+00
1.3414D+00 9.590D-01
1.3549D+00 5.074D-01
1.3684D+00 9.037D-01
1.3821D+00 1.165D+00
1.3890D+00 1.073D+00
1.3960D+00 9.840D-01
1.4099D+00 1.016D+00
1.4311D+00 5.125D-01
1.4454D+00 2.278D-01
1.4745D+00 1.213D+00
1.4893D+00 1.594D+00
1.5042D+00 1.019D+00
1.5344D+00 4.704D-01
1.5575D+00 3.147D-01
1.5731D+00 2.466D-01
1.5968D+00 4.818D-01
1.6048D+00 5.439D-01
1.6289D+00 3.524D-01
1.6617D+00 1.867D-01
1.6867D+00 2.260D-01
1.7036D+00 2.515D-01
1.7378D+00 1.919D-01
1.7552D+00 1.613D-01
1.7905D+00 2.067D-01
1.8084D+00 2.243D-01
1.8540D+00 1.810D-01
1.9102D+00 1.554D-01
1.9293D+00 1.566D-01
1.9390D+00 1.574D-01
1.9681D+00 1.473D-01
2.0077D+00 1.389D-01
2.0380D+00 1.354D-01
2.0584D+00 1.337D-01
2.0998D+00 1.275D-01
2.2290D+00 1.150D-01
2.2625D+00 1.131D-01
2.3899D+00 1.015D-01
2.5371D+00 8.483D-02
2.6933D+00 7.092D-02
2.8591D+00 5.929D-02
3.0351D+00 4.955D-02
3.2219D+00 4.143D-02
3.4203D+00 3.463D-02
3.6309D+00 2.894D-02
3.8544D+00 2.419D-02
4.0917D+00 2.023D-02
4.3436D+00 1.690D-02
4.6110D+00 1.413D-02
4.8948D+00 1.181D-02
5.1962D+00 9.875D-03
5.5161D+00 8.255D-03
5.8557D+00 6.900D-03
6.2162D+00 5.768D-03
6.5989D+00 4.822D-03
7.0051D+00 4.031D-03
7.4364D+00 3.369D-03
7.8942D+00 2.816D-03
8.3802D+00 2.354D-03
8.8961D+00 1.968D-03
9.4438D+00 1.645D-03
1.0025D+01 1.375D-03
1.0642D+01 1.149D-03
1.0695D+01 1.132D-03
3s23p3d3Do                              !Configuration name
20                                      !Type of cross-section
190                                     !Number of cross-section points
1.0000D+00 3.486D+00
1.0050D+00 3.941D+00
1.0100D+00 5.038D+00
1.0252D+00 1.148D+01
1.0406D+00 1.662D+01
1.0458D+00 1.810D+01
1.0510D+00 2.048D+01
1.0563D+00 2.443D+01
1.0616D+00 3.090D+01
1.0722D+00 5.507D+01
1.0829D+00 9.531D+01
1.0938D+00 1.298D+02
1.0992D+00 1.369D+02
1.1047D+00 1.364D+02
1.1102D+00 1.305D+02
1.1158D+00 1.218D+02
1.1326D+00 9.787D+01
1.1439D+00 7.658D+01
1.1496D+00 6.550D+01
1.1553D+00 5.853D+01
1.1611D+00 5.853D+01
1.1727D+00 7.133D+01
1.1786D+00 7.564D+01
1.1844D+00 7.499D+01
1.1904D+00 7.078D+01
1.2083D+00 4.645D+01
1.2204D+00 3.014D+01
1.2265D+00 2.501D+01
1.2326D+00 2.169D+01
1.2574D+00 1.449D+01
1.2699D+00 1.242D+01
1.2763D+00 1.218D+01
1.2827D+00 1.263D+01
1.2891D+00 1.335D+01
1.2955D+00 1.372D+01
1.3020D+00 1.342D+01
1.3150D+00 1.139D+01
1.3282D+00 9.646D+00
1.3348D+00 9.221D+00
1.3414D+00 9.041D+00
1.3481D+00 8.988D+00
1.3549D+00 8.890D+00
1.3752D+00 7.880D+00
1.3821D+00 7.562D+00
1.4029D+00 7.074D+00
1.4099D+00 6.969D+00
1.4169D+00 6.915D+00
1.4240D+00 6.896D+00
1.4311D+00 6.832D+00
1.4383D+00 6.596D+00
1.4599D+00 4.326D+00
1.4672D+00 3.619D+00
1.4745D+00 3.288D+00
1.4819D+00 3.265D+00
1.4967D+00 3.593D+00
1.5042D+00 3.686D+00
1.5117D+00 3.669D+00
1.5268D+00 3.387D+00
1.5421D+00 3.089D+00
1.5498D+00 3.000D+00
1.5575D+00 2.977D+00
1.5653D+00 3.105D+00
1.5731D+00 3.466D+00
1.5889D+00 4.722D+00
1.5968D+00 4.992D+00
1.6048D+00 4.695D+00
1.6128D+00 3.979D+00
1.6208D+00 3.347D+00
1.6289D+00 3.320D+00
1.6370D+00 4.025D+00
1.6452D+00 5.230D+00
1.6534D+00 6.321D+00
1.6617D+00 6.667D+00
1.6700D+00 6.158D+00
1.6867D+00 3.935D+00
1.6951D+00 3.095D+00
1.7036D+00 2.581D+00
1.7120D+00 2.318D+00
1.7206D+00 2.173D+00
1.7292D+00 2.086D+00
1.7378D+00 2.026D+00
1.7465D+00 1.988D+00
1.7552D+00 1.964D+00
1.7728D+00 1.941D+00
1.7816D+00 1.914D+00
1.7994D+00 1.783D+00
1.8084D+00 1.723D+00
1.8174D+00 1.733D+00
1.8265D+00 1.852D+00
1.8448D+00 2.448D+00
1.8540D+00 2.717D+00
1.8633D+00 2.761D+00
1.8726D+00 2.529D+00
1.8819D+00 2.164D+00
1.9008D+00 1.611D+00
1.9102D+00 1.494D+00
1.9198D+00 1.445D+00
1.9293D+00 1.463D+00
1.9390D+00 1.549D+00
1.9486D+00 1.685D+00
1.9584D+00 1.800D+00
1.9681D+00 1.810D+00
1.9878D+00 1.561D+00
1.9978D+00 1.452D+00
2.0077D+00 1.422D+00
2.0178D+00 1.439D+00
2.0278D+00 1.451D+00
2.0380D+00 1.432D+00
2.0481D+00 1.397D+00
2.0686D+00 1.347D+00
2.1102D+00 1.283D+00
2.1420D+00 1.228D+00
2.1960D+00 1.146D+00
2.3663D+00 9.987D-01
2.5625D+00 8.824D-01
2.6010D+00 8.652D-01
2.6270D+00 8.536D-01
2.6533D+00 8.418D-01
2.6666D+00 8.359D-01
2.7749D+00 7.906D-01
2.8591D+00 7.716D-01
2.9311D+00 7.535D-01
3.0050D+00 7.250D-01
3.2219D+00 6.561D-01
3.3528D+00 6.190D-01
3.3695D+00 6.142D-01
3.4033D+00 6.047D-01
3.4203D+00 5.998D-01
3.4545D+00 5.901D-01
3.4717D+00 5.852D-01
3.5240D+00 5.704D-01
3.5593D+00 5.604D-01
3.5949D+00 5.502D-01
3.6309D+00 5.400D-01
3.6672D+00 5.297D-01
3.9319D+00 4.642D-01
3.9515D+00 4.600D-01
4.2579D+00 4.070D-01
4.3870D+00 3.901D-01
4.5880D+00 3.733D-01
4.6571D+00 3.678D-01
4.8222D+00 3.555D-01
5.0433D+00 3.457D-01
5.2482D+00 3.372D-01
5.2743D+00 3.361D-01
5.3007D+00 3.350D-01
5.3271D+00 3.339D-01
5.3538D+00 3.328D-01
5.3804D+00 3.317D-01
5.4342D+00 3.294D-01
5.4614D+00 3.283D-01
5.4886D+00 3.271D-01
5.5161D+00 3.260D-01
5.5436D+00 3.248D-01
5.5990D+00 3.225D-01
5.6270D+00 3.214D-01
5.6551D+00 3.202D-01
5.7116D+00 3.178D-01
5.7977D+00 3.142D-01
5.8265D+00 3.130D-01
5.8557D+00 3.118D-01
5.8848D+00 3.106D-01
5.9437D+00 3.081D-01
5.9735D+00 3.069D-01
6.0032D+00 3.057D-01
6.0332D+00 3.044D-01
6.0633D+00 3.032D-01
6.0936D+00 3.019D-01
6.1240D+00 3.006D-01
6.1546D+00 2.993D-01
6.1852D+00 2.981D-01
6.2784D+00 2.942D-01
6.4366D+00 2.876D-01
6.4688D+00 2.862D-01
6.5010D+00 2.849D-01
7.0051D+00 2.574D-01
7.1460D+00 2.438D-01
7.7385D+00 1.920D-01
8.3802D+00 1.512D-01
9.0751D+00 1.191D-01
9.8275D+00 9.375D-02
1.0642D+01 7.382D-02
1.1525D+01 5.813D-02
1.2480D+01 4.578D-02
1.3515D+01 3.604D-02
1.4636D+01 2.838D-02
1.5849D+01 2.235D-02
1.7164D+01 1.760D-02
1.8587D+01 1.386D-02
1.9829D+01 1.141D-02
3s3p31Do                                !Configuration name
20                                      !Type of cross-section
143                                     !Number of cross-section points
1.0000D+00 3.909D+01
1.0050D+00 3.970D+01
1.0100D+00 4.165D+01
1.0201D+00 4.972D+01
1.0355D+00 7.083D+01
1.0458D+00 8.588D+01
1.0510D+00 9.143D+01
1.0563D+00 9.454D+01
1.0616D+00 9.391D+01
1.0669D+00 8.923D+01
1.0829D+00 5.829D+01
1.0938D+00 3.920D+01
1.1047D+00 2.665D+01
1.1213D+00 1.626D+01
1.1326D+00 1.273D+01
1.1382D+00 1.167D+01
1.1439D+00 1.104D+01
1.1496D+00 1.121D+01
1.1553D+00 1.306D+01
1.1611D+00 1.891D+01
1.1669D+00 3.188D+01
1.1844D+00 1.286D+02
1.1904D+00 1.620D+02
1.1963D+00 1.818D+02
1.2023D+00 1.873D+02
1.2083D+00 1.780D+02
1.2265D+00 9.452D+01
1.2326D+00 7.135D+01
1.2387D+00 5.950D+01
1.2449D+00 5.917D+01
1.2574D+00 7.256D+01
1.2637D+00 7.432D+01
1.2699D+00 6.706D+01
1.2827D+00 3.734D+01
1.2891D+00 2.412D+01
1.2955D+00 1.555D+01
1.3020D+00 1.058D+01
1.3085D+00 8.051D+00
1.3150D+00 6.642D+00
1.3215D+00 5.801D+00
1.3414D+00 4.320D+00
1.3481D+00 4.037D+00
1.3549D+00 3.968D+00
